ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Демидович Василий Николаевич,07-000-00-02,судья,включить,состав президиума,бессрочно,
Паутов Александр Михайлович,07-000-00-02,судья,включить,состав президиума,бессрочно,
Сукач Владимир Васильевич,07-000-00-02,судья,исключить,состав президиума,,
Надточей Марина Владимировна,03-000-03-01,судья,включить,состав президиума,бессрочно,
Буянкова Леонора Михайловна,03-000-03-01,судья,исключить,состав президиума,,
Григорович Владимир Владимирович,Белорусский военный суд,судья,включить,состав президиума,бессрочно,
Ермак Игорь Анатольевич,Белорусский военный суд,судья,включить,состав президиума,бессрочно,
Неверовский Аександр Владимирович,Белорусский военный суд,судья,исключить,состав президиума,,








