ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Гончаренко Тамара Алексеевна,суд Светлогорского района и г.Светлогорска,судья,освобожден,выход в отставку,,
Зубко Таисия Андреевна,01-001-03-01,судья и председатель,освобожден,выход в отставку,,
Колб Вера Ивановна,01-021-03-01,судья,освобожден,выход в отставку,,
Мороз Леонид Васильевич,суд Минского района и г.Заславля,судья,освобожден,выход в отставку,,
Парфенов Евгений Андреевич,04-001-03-01,судья,освобожден,выход в отставку,,
Салей Степан Андреевич,01-008-03-01,судья,освобожден,выход в отставку,,
Хитрий Иосиф Иосифович,01-009-03-01,судья,освобожден,выход в отставку,,
Шетихина Анна Владимировна,03-018-03-01,судья,освобожден,выход в отставку,,











