ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Беляев Виктор Иванович,суд Первомайского района г.Бобруйска,судья,освобожден,истечение срока полномочий и отказ в назначении судьей бессрочно,,
Гришкевич Иван Иванович,04-002-03-01,судья и председатель,освобожден,по собственному желанию,,
Дядель Александр Константинович,04-002-03-01,судья,освобожден,по собственному желанию,,
Камалыева Зинаида Михайловна,03-000-03-01,судья,включить,состав президиума,бессрочно,
Каропа Сергей Николаевич,03-000-03-01,судья,включить,состав президиума,бессрочно,
Тозик Анатолий Николаевич,03-000-03-01,судья,включить,состав президиума,бессрочно,
Троско Елена Михайловна,03-000-03-01,судья,включить,состав президиума,бессрочно,










