ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Лупинович Александр Станиславович,Белорусский военный суд,судья,назначен,,бессрочно,
Лупинович Александр Станиславович,Витебский межгарнизонный военный суд,судья,освобожден,,,
Феоктистова Татьяна Николаевна,01-000-03-01,судья,назначен,,бессрочно,
Феоктистова Татьяна Николаевна,01-002-03-02,судья,освобожден,,,
Шестак Нина Владимировна,01-000-03-01,судья,назначен,,бессрочно,
Шестак Нина Владимировна,суд г.Барановичи,судья,освобожден,,,
Бабенко Анна Ивановна,03-008-03-01,судья по административным делам,назначен,,бессрочно,
Ваврентович Александр Николаевич,03-015-03-01,судья,назначен,,бессрочно,
Ваврентович Александр Николаевич,03-015-03-01,судья по административным делам,освобожден,,,
Владыко Ирина Дмитриевна,03-000-03-01,судья,назначен,,бессрочно,
Владыко Ирина Дмитриевна,03-001-03-01,судья,освобожден,,,
Калюко Вячеслав Алексеевич,03-001-03-01,судья,назначен,,бессрочно,
Калюко Вячеслав Алексеевич,03-001-03-01,судья по административным делам,освобожден,,,
Купрацевич Виктор Викторович,03-008-03-01,судья,назначен,,бессрочно,
Купрацевич Виктор Викторович,03-008-03-01,судья по административным делам,освобожден,,,
Улога Дмитрий Анатольевич,суд г.Речицы,судья по административным делам,назначен,,бессрочно,
Халявская Тамара Викторовна,суд Жлобинского района и г.Жлобина,судья,назначен,,бессрочно,
Комель Геннадий Аркадьевич,05-000-03-01,судья,назначен,,бессрочно,
Барсук татьяна Анатольевна,06-000-03-01,судья,назначен,,бессрочно,
Барсук татьяна Анатольевна,06-015-03-01,судья,освобожден,,,
Гладкий Николай Николаевич,06-000-03-01,судья,назначен,,бессрочно,
Гладкий Николай Николаевич,06-002-03-01,судья,освобожден,,,
Колосовский Сергей Владимирович,суд Центрального района г. Могилева,судья,назначен,,бессрочно,
Колосовский Сергей Владимирович,06-002-03-02,судья по административным делам,освобожден,,,
Лукша Галина Георгиевна,06-016-03-01,председатель,назначен,,бессрочно,
Прошко Игорь Брониславович,06-000-03-01,судья,назначен,,бессрочно,
Прошко Игорь Брониславович,суд Центрального района г. Могилева,судья,освобожден,,,
Ромашевская Ольга Анатольевна,05-002-03-01,судья,назначен,,бессрочно,
Ромашевская Ольга Анатольевна,07-008-03-01,судья,освобожден,,,













