ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Казак Тамара Павловна,01-013-03-01,судья по административным делам,назначен,,бессрочно,
Досова Инна Геннадьевна,02-018-03-01,судья по административным делам,назначен,,бессрочно,
Редько Анатолий Михайлович,02-000-03-01,судья,назначен,,бессрочно,
Федоров Олег Станиславович,02-000-03-01,судья,назначен,,бессрочно,
Федоров Олег Станиславович,02-002-03-01,судья,освобожден,,,
Шевцов Сергей Михайлович,суд Жлобинского района и г.Жлобина,судья,назначен,,бессрочно,
Шубич Екатерина Аркадьевна,03-004-03-01,судья,назначен,,бессрочно,
Пуховой Леонид Анатольевич,05-005-03-01,судья по административным делам,назначен,,бессрочно,
Родевич Наталья Александровна,05-006-03-01,судья,назначен,,бессрочно,
Самцевич Елена Федоровна,05-005-03-01,судья,назначен,,бессрочно,
Самцевич Елена Федоровна,05-005-03-01,судья по административным делам,освобожден,,,
Жилина Светлана Петровна,06-000-03-01,судья,назначен,,бессрочно,
Жилина Светлана Петровна,06-002-03-01,судья,освобожден,,,
Кравченко Александр Александрович,06-021-03-01,председатель,назначен,,бессрочно,
Тараканов Александр Николаевич,06-022-03-01,судья по административным делам,назначен,,бессрочно,
Тишкин Игорь Владимирович,06-010-03-01,председатель,назначен,,бессрочно,
Ткачук Сергей Иванович,суд Бобруйского района,судья по административным делам,назначен,,бессрочно,
Комаровская Ольга Павловна,05-002-03-01,судья,назначен,,бессрочно,
Комаровская Ольга Павловна,07-008-03-01,судья,освобожден,,,
Фалько Максим Петрович,07-003-03-01,судья по административным делам,назначен,,бессрочно,































