ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Борисов Иван Захарович,01-000-03-01,судья,назначен,,бессрочно,
Макарушко Владимир Владимирович,суд Пинского района,судья,назначен,,бессрочно,
Манчак Виктор Алексеевич,01-000-03-01,судья,назначен,,бессрочно,
Олесик Галина Александровна,01-000-03-01,судья,назначен,,бессрочно,
Петрукович Виктория Алескеевна,хозяйственный суд Брестской области,судья,назначен,,бессрочно,
Сиз Николай Иванович,01-000-03-01,заместитель председателя,назначен,,бессрочно,
Чебушева Надежда Сергеевна,01-000-03-01,судья,назначен,,бессрочно,
Буева Валентина Михайловна,02-000-03-01,судья,назначен,,бессрочно,
Иванова Светлана Петровна,02-000-03-01,судья,назначен,,бессрочно,
Парфенова Диана Ивановна,02-000-03-01,судья,назначен,,бессрочно,
Половиков Дмитрий Павлович,02-000-03-01,судья,назначен,,бессрочно,
Смотров Александр Алексеевич,02-000-03-01,судья,назначен,,бессрочно,
Армушевич Валерий Николаевич,03-005-03-01,судья по административным делам,назначен,,бессрочно,
Дудич Анатолий Викторович,03-000-03-01,судья и заместитель председателя,назначен,,бессрочно,
Козачек Виктор Адамович,03-004-03-01,судья по административным делам,назначен,,бессрочно,
Кулькова Таисья Дмитриевна,03-018-03-01,председатель,назначен,,бессрочно,
Горелик Вячеслав Александрович,Гродненский межгарнизонный военный суд,судья,назначен,,бессрочно,
Тимофеевич Валерий Иванович,Гродненский межгарнизонный военный суд,председатель,назначен,,бессрочно,
Утлик Николай Владимирович,Гродненский межгарнизонный военный суд,судья,назначен,,бессрочно,
Хомич Георгий Павлович,05-000-03-01,судья и председатель,назначен,,бессрочно,
Зеленый Виктор Александрович,Бобруйский межгарнизонный военный суд,судья,назначен,,бессрочно,
Рутковский Юрий Иванович,Бобруйский межгарнизонный военный суд,судья,назначен,,бессрочно,
Тупик Татьяна Викторовна,06-002-03-01,судья,назначен,,бессрочно,
Тупик Татьяна Викторовна,06-002-03-01,судья по административным делам,освобожден,,,
Ардяко Михаил Михайлович,05-002-03-01,судья и председатель,назначен,,бессрочно,
Грабовская Дайнеко Вера Михайловна,07-009-03-01,судья,назначен,,бессрочно,
Комиссаров Валерий Николаевич,05-002-03-01,судья,назначен,,бессрочно,
Степурко Владимир Михайлович,05-002-03-01,судья,назначен,,бессрочно,
Цисик Инна Викторовна,05-002-03-01,судья,назначен,,бессрочно,
Цисик Инна Викторовна,07-003-03-01,судья,освобожден,,,
