ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Будник Наталья Викторовна,01-013-03-01,судья,назначен,,бессрочно,
Будник Наталья Викторовна,01-006-03-01,судья,освобожден,,,
Феоктистова Татьяна Николаевна,01-002-03-02,судья,назначен,,бессрочно,
Белоус Ольга Анатольевна,02-004-03-01,председатель,назначен,,бессрочно,
Бушева Алена Войтеховна,02-009-03-01,судья по административным делам,назначен,,бессрочно,
Зинькевич Элла Васильевна,03-002-03-03,судья,назначен,,бессрочно,
Ласовская Зоя Михайловна,суд Жлобинского района и г.Жлобина,судья,назначен,,бессрочно,
Белоцкий Витольд Станиславович,04-002-03-02,судья,назначен,,бессрочно,
Лецко Виталий Ксенофонтович,04-002-03-02,судья,назначен,,бессрочно,
Шевчик Валентин Николаевич,суд г.Лиды,судья,назначен,,бессрочно,
Шукайло Татьяна Александровна,04-004-03-01,судья,назначен,,бессрочно,
Васюта Александр Павлович,05-014-03-01,судья,назначен,,бессрочно,
Плешевеня Наталья Борисовна,05-004-03-01,судья,назначен,,бессрочно,
Лукша Галина Георгиевна,06-016-03-01,судья,назначен,,бессрочно,
Новикова Людмила Владимировна,06-008-03-01,судья,назначен,,бессрочно,
Прошко Игорь Брониславович,суд Центрального района г. Могилева,судья,назначен,,бессрочно,
Селедцова Елена Викторовна,06-002-03-02,судья,назначен,,бессрочно,
Чаплыгина Ирина Васильевна,06-007-03-01,судья,назначен,,бессрочно,
Рыбаков Алексей Васильевич,07-003-03-01,судья,назначен,,бессрочно,
Хрипач Сергей Федорович,07-002-03-01,судья,назначен,,бессрочно,
Цисик Инна Викторовна,07-003-03-01,судья,назначен,,бессрочно,


































