ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Барышникова Валентина Адамовна,01-018-03-01,судья по административным делам,назначен,,бессрочно,
Космач Владимир Степанович,01-006-03-01,судья,назначен,,бессрочно,
Космач Владимир Степанович,01-010-03-01,судья,освобожден,,,
Верига Ирина Васильевна,суд г. Мозыря,председатель,назначен,,бессрочно,
Верига Ирина Васильевна,03-002-03-03,заместитель председателя,освобожден,,,
Гусаков Игорь Олегович,03-002-03-03,заместитель председателя,назначен,,бессрочно,
Гусаков Игорь Олегович,03-002-03-02,судья,освобожден,,,
Коломар Галина Иосифовна,03-022-03-01,судья и председатель,назначен,,бессрочно,
Мальцев Сергей Николаевич,03-002-03-01,судья,назначен,,бессрочно,
Адамович Светлана Иосифовна,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Грицель Дмитрий Антонович,суд Минского района и г.Заславля,судья по административным делам,назначен,,бессрочно,
Козлова Анна Александровна,05-000-03-01,судья,назначен,,бессрочно,
Козлова Анна Александровна,02-000-03-01,судья,освобожден,,,
Коледа Оксана Владимировна,суд Солигорского района и г.Солигорска,судья по административным делам,назначен,,бессрочно,
Конева Светлана Аркадьевна,05-013-03-01,судья по административным делам,назначен,,бессрочно,
Конева Светлана Аркадьевна,05-013-03-01,судья,освобожден,,,
Логачев Олег Викторович,суд г.Молодечно,судья,назначен,,бессрочно,
Тыневицкая Ирина Ивановна,05-000-03-01,заместитель председателя,назначен,,бессрочно,
Веремейчик Светлана Александровна,06-001-03-01,судья,назначен,,бессрочно,
Герасимович Ядвига Николаевна,06-017-03-01,судья,назначен,,бессрочно,
Демиденко Георгий Иванович,06-022-03-01,судья и председатель,назначен,,бессрочно,
Карповская Тамара Ивановна,суд Ленинского района г.Бобруйска,судья,назначен,,бессрочно,
Корнева Нина Григорьевна,суд Первомайского района г.Бобруйска,судья,назначен,,бессрочно,
Рубис Нина Ивановна,06-001-03-01,судья,назначен,,бессрочно,
Савостьянчик Галина Васильевна,суд Ленинского района г.Бобруйска,судья,назначен,,бессрочно,
Холодцова Любовь Николаевна,06-022-03-01,судья,назначен,,бессрочно,
Чмара Надежда Филипповна,06-009-03-01,судья и председатель,назначен,,бессрочно,
Шух Лидия Алексеевна,06-007-03-01,судья,назначен,,бессрочно,
Крайчик Елена Александровна,07-007-03-01,судья,назначен,,бессрочно,
Суслова Светлана Васильевна,05-002-03-01,судья,назначен,,бессрочно,
Суслова Светлана Васильевна,07-007-03-01,судья,освобожден,,,
Шилько Александр Алексеевич,07-002-03-01,судья по административным делам,назначен,,бессрочно,

























