ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Злобич Тамара Константиновна,07-009-03-01,судья,освобожден,выход в отставку,,
Карабейник Михаил Федорович,03-008-03-01,судья и председатель,освобожден,по состоянию здоровья,,
Купрейчик Станислав Михайлович,05-014-03-01,судья и председатель,освобожден,выход в отставку,,
Супрун Александр Николаевич,03-012-03-01,судья и председатель,освобожден,истечение срока полномочий и отказ в назначении судьей бессрочно,,
Шевченко Галия Андреевна,03-000-03-01,судья,освобожден,выход в отставку,,










