ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Веренич Юрий Васильевич,01-002-03-01,судья,освобожден,истечение пятилетнего срока и отказ в назначении бессрочно,,
Курилович Николай Васильевич,05-000-03-01,судья,освобожден,по состоянию здоровья,,
Лопух Олег Петрович,07-004-03-01,судья по административным делам,освобожден,по собственному желанию,,
Сергей Галина Антоновна,04-002-03-02,судья,освобожден,по состоянию здоровья,,
Симонов Александр Анатольевич,05-000-03-01,судья,освобожден,выход в отставку,,
Хведюк Анна Станиславовна,04-018-03-01,судья по административным делам,освобожден,перевод на другую работу,,
Хованский Александр Францевич,05-017-03-01,судья,освобожден,перевод на другую работу,,










