ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Афанасьева Оксана Лукинична,02-002-03-02,судья по административным делам,освобожден,по собственному желанию,,
Вабищевич Александр Михайлович,01-010-03-01,председатель,освобожден,невозможность дальнейшего нахождении на должности,,
Крупович Владимир Леонардович,04-010-03-01,судья,освобожден,выход в отставку,,
Сухоцкий Василий Николаевич,суд Слонимского района и г.Слонима,судья,освобожден,по состоянию здоровья,,
Шумилов Владимир Алексеевич,03-021-03-01,судья по административным делам,освобожден,выход в отставку,,











