ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Кашпар Галина Ивановна,02-023-03-01,председатель,назначен,,бессрочно,
Мядель Наталья Владимировна,02-003-03-01,судья,назначен,,бессрочно,
Терех Анатолий Григорьевич,02-000-03-01,судья,назначен,,бессрочно,
Зинкевич Раиса Ивановна,03-020-03-01,судья,назначен,,бессрочно,
Ковалевич Раиса Васильевна,03-001-03-01,судья и заместитель председателя,назначен,,бессрочно
Козыревич Лариса Николаевна,03-002-03-01,судья,назначен,,бессрочно,
Самофалов Владимир Николаевич,03-002-03-01,судья,назначен,,бессрочно,
Сотников Анатолий Григорьевич,03-005-03-01,судья,назначен,,бессрочно,
Байтус Вера Ивановна,05-024-03-01,судья,назначен,,бессрочно,
Байтус Вера Ивановна,05-024-03-01,судья по административным делам,освобожден,,,
Гостеева Елена Михайловна,05-009-03-01,судья,назначен,,бессрочно,
Самойло Николай Федорович,05-003-03-01,судья,назначен,,бессрочно,
Самойло Николай Федорович,05-003-03-01,судья по административным делам,освобожден,,,
Хома Ольга Васильевна,05-011-03-01,судья,назначен,,бессрочно,
Кротова Оксана Евгеньевна,06-014-03-01,судья,назначен,,бессрочно,
Лукашевич Валентина Васильевна,06-001-03-01,судья по административным делам,назначен,на время нахождения в социальном отпуске Гулешовой Елены Ивановны,на период,
Дубаневич Ольга Васильевна,07-007-03-01,судья,назначен,на время нахождения в социальном отпуске Лухверчик Елены Николаевны,на период,
Ясенович Леонид Станиславович,07-009-03-01,судья и заместитель председателя,назначен,,бессрочно,
Ясенович Леонид Станиславович,07-006-03-01,судья,освобожден,,,



