ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Зинькевич Фадей Анатольевич,02-020-03-01,судья и председатель,назначен,,бессрочно,
Зинькевич Фадей Анатольевич,02-011-03-01,судья,освобожден,,,
Пящик Александра Александровна,02-008-03-01,судья,назначен,,лет,5
Авсейцев Андрей Викторович,03-011-03-01,судья,назначен,на время нахождения в социальном отпуске Сильченко Инны Владимировны,на период,
Багинский Сергей Викторович,03-017-03-01,председатель,назначен,,бессрочно,
Ващилин Виталий Александрович,03-020-03-01,судья,назначен,,лет,5
Гулюта Ольга Николаевна,03-014-03-01,судья,назначен,,лет,5
Козлова Ольга Викторовна,03-018-03-01,судья,назначен,,лет,5
Козлова Ольга Викторовна,03-018-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Пырх Светланы Ивановны,,
Красногирь Наталья Спартаковна,хозяйственный суд Гомельской области,судья,назначен,,лет,5
Круголь Инна Андреевна,03-021-03-01,судья,назначен,,лет,5
Тозик Анатолий Николаевич,03-000-03-01,заместитель председателя,назначен,,бессрочно,
Шевель Геннадий Владимирович,03-017-03-01,судья,назначен,,лет,5
Голубович Максим Леонидович,04-018-03-01,судья,назначен,,лет,5
Карих Наталья Валерьевна,04-001-03-01,судья,назначен,на время нахождения в социальном отпуске Сафаревич Жанны Александровны,на период,
Лойша Игорь Михайлович,04-001-03-01,председатель,назначен,,бессрочно,
Конончук Николай Константинович,05-005-03-01,заместитель председателя,назначен,,бессрочно,
Новикова Екатерина Сергеевна,05-012-03-01,судья,назначен,,лет,5
Северин Дмитрий Николаевич,хозяйственный суд Минской области,судья,назначен,,лет,5
Корзо Лариса Васильевна,06-011-03-01,судья,назначен,,лет,5
Литвин Андрей Евгеньевич,06-003-03-01,судья,назначен,на время нахождения в социальном отпуске Огладковой Натальи Владимировны,на период,
Ратникова Оксана Евгеньевна,06-002-03-01,судья,назначен,на время нахождения в социальном отпуске Костюк Татьяны Михайловны,на период,
Ратникова Оксана Евгеньевна,06-014-03-01,судья,освобожден,,,
Буйновская Анна Игоревна,07-008-03-01,судья,назначен,,лет,5
Зенькевич Валентина Николаевна,05-002-03-01,судья,назначен,,бессрочно,
Зенькевич Валентина Николаевна,07-002-03-01,судья,освобожден,,,
Муренцова Елена Евгеньевна,05-002-03-01,судья,назначен,,лет,5
Бобко Валенина Афанасьевна,06-000-03-01,судья,освобожден,выход в отставку,,
Бычковская Галина Михайловна,05-012-03-01,судья,освобожден,по собственному желанию,,
Готто Алла Леонидовна,04-010-03-01,судья,освобожден,выход в отставку,,
Корнюшко Ольга Алекандровна,07-009-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Шейко Инны Валерьевны,,
Мищук Светлана Николаевна,хозяйственный суд г.Минска,судья,освобожден,по собственному желанию,,
Степанчук Владимир Макарович,01-008-03-01,судья,освобожден,выход в отставку,,
Хрущевская Лидия Порфирьевна,07-008-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Хрущевская Лидия Порфирьевна,07-008-03-01,судья,оставлен в должности,,,













































































