ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Троско Елена Николаевна,07-000-00-02,судья,назначен,,бессрочно,
Троско Елена Николаевна,05-002-03-01,судья,освобожден,,,
Миронюк Татьяна Михайловна,01-000-03-01,судья,назначен,,бессрочно,
Миронюк Татьяна Михайловна,01-002-03-02,судья и заместитель председателя,освобожден,,,
Шитиков Сергей Алексеевич,03-002-03-04,заместитель председателя,назначен,,бессрочно,
Ковальчук Андрей Викторович,04-002-03-02,судья,назначен,,лет,5
Борисенко Егор Александрович,05-020-03-01,судья,назначен,,лет,5
Гаранович Игорь Александрович,05-014-03-01,судья,назначен,,лет,5
Крупец Ольга Владимировна,05-016-03-01,судья,назначен,,лет,5
Любанец Тамара Леонидовна,05-009-03-01,председатель,назначен,,бессрочно,
Самуйлик Сергей Николаевич,05-020-03-01,судья,назначен,,лет,5
Самусева Светлана Николаевна,05-005-03-01,судья,назначен,,лет,5
Долгих Нина Васильевна,06-006-03-01,председатель,назначен,,бессрочно,
Красутский Артур Анатольевич,06-003-03-01,заместитель председателя,назначен,,бессрочно,
Германович Игорь Михайлович,07-002-03-01,судья,назначен,,лет,5
Коршунович Павел Иванович,07-005-03-01,председатель,назначен,,бессрочно,
Костриков Александр Иванович,07-003-03-01,судья,назначен,на время нахождения в социальном отпуске Кособуцкой Инны Анатольевны,на период,
Костриков Александр Иванович,03-002-03-03,судья и председатель,освобожден,,,
Марчук Светлана Ивановна,хозяйственный суд г.Минска,судья,назначен,,лет,5
Павловская Ольга Антоновна,07-005-03-01,судья,назначен,,лет,5
Тупик Татьяна Викторовна,05-002-03-01,судья,назначен,,бессрочно,
Тупик Татьяна Викторовна,06-002-03-01,судья и заместитель председателя,освобожден,,,
Фролова Елена Геннадьевна,07-003-03-01,судья,назначен,,лет,5
Хома Михаил Иванович,07-002-03-01,судья,назначен,,лет,5
Черкас Татьяна Станиславовна,07-008-03-01,заместитель председателя,назначен,,бессрочно,
Берестов Василий Васильевич,03-018-03-01,судья,освобожден,выход в отставку,,
Картузов Владимир Михайлович,07-000-00-02,судья,освобожден,выход в отставку,,
Квяткевич Александр Владимирович,04-017-03-01,судья,освобожден,по собственному желанию,,
Реутский Александр Викторович,01-002-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Реутский Александр Викторович,01-002-03-01,судья,оставлен в должности,,,
Романович Анна Владимировна,02-016-03-01,судья,освобожден,выход в отставку,,















































