ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Лизунов Павел Николаевич,Белорусский военный суд,судья и председатель,назначен,,бессрочно,
Руденко Николай Васильевич,Белорусский военный суд,судья и заместитель председателя,назначен,,бессрочно,
Пастухов Анатолий Григорьевич,01-000-03-01,судья,назначен,,бессрочно,
Петрив Василий Остапович,01-003-03-01,судья,назначен,,бессрочно,
Сучок Тамар Ивановна,01-000-03-01,судья и заместитель председателя,назначен,,бессрочно,
Ванаг Марина Яновна,02-014-03-01,судья по административным делам,назначен,,бессрочно,
Воронович Тадеуш Валентинович,02-000-03-01,председатель,назначен,,бессрочно,
Кириллова Ирина Николаевна,02-010-03-01,судья,назначен,,бессрочно,
Познякова Людмила Александровна,02-003-03-01,судья,назначен,,бессрочно,
Федоров Олег Станиславович,02-000-03-01,судья,назначен,,бессрочно,
Гладышева Наталья Васильевна,03-002-03-02,судья и председатель,назначен,,бессрочно,
Линник Сергей Геннадьевич,03-015-03-01,судья по административным делам,назначен,,бессрочно,
Романова Надежда Константиновна,03-020-03-01,судья,назначен,,бессрочно,
Сигай Александр Алексеевич,03-007-03-01,судья,назначен,,бессрочно,
Сигай Александр Алексеевич,03-007-03-01,судья по административным делам,освобожден,,,
Третинникова Наталья Викторовна,суд Мозырьского района и г. Мозыря,судья,назначен,,бессрочно,
Шапиро Олег Яковлевич,03-002-03-01,судья,назначен,,бессрочно,
Циунчик Дмитрий Викторович,04-013-03-01,судья по административным делам,назначен,,бессрочно,
Алехнович Наталья Васильевна,05-000-03-01,судья,назначен,,бессрочно,
Алехнович Наталья Васильевна,суд г.Борисова,судья и председатель,освобожден,,,
Гучок Владимир Иосифович,05-000-03-01,судья,назначен,,бессрочно,
Ермак Александр Юльянович,05-009-03-01,судья по административным делам,назначен,,бессрочно,
Король Николай Вячеславович,05-004-03-01,судья и председатель,назначен,,бессрочно,
Маташнюк Игорь Викторович,05-015-03-01,судья,назначен,,бессрочно,
Будовская Оксана Сергеевна,05-002-03-01,судья,назначен,,бессрочно,
Воловик Зинаида Никоноровна,05-002-03-01,судья и заместитель председателя,назначен,,бессрочно,
Глуховская Галина Ивановна,05-002-03-01,судья,назначен,,бессрочно,
Дулуб Елена Сигитасовна,05-002-03-01,судья,назначен,,бессрочно,
Ермолович Татьяна Евгеньевна,05-002-03-01,судья,назначен,,бессрочно,
Жупикова Наталья Григорьевна,05-002-03-01,судья,назначен,,бессрочно,
Яблокова Инна Геннадьевна,05-002-03-01,судья,назначен,,бессрочно,






































