ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Каменков Виктор Сергеевич,Высший Хозяйственный Суд,председатель,включить,состав президиума,бессрочно,
Смирнов Евгений Александрович,Высший Хозяйственный Суд,первый заместитель,включить,состав президиума,бессрочно,
Егоров Алексей Петрович,Высший Хозяйственный Суд,заместитель,включить,состав президиума,бессрочно,
Козырева Лилия Григорьевна,Высший Хозяйственный Суд,заместитель,включить,состав президиума,бессрочно,
Колесникова Людмила Анатольевна,Высший Хозяйственный Суд,судья,исключить,состав президиума,,











