ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Жагунь Виктор Владимирович,07-004-03-01,судья,освобожден,по собственному желанию,,
Мороз Сергей Николаевич,07-003-03-01,судья,освобожден,невозможность дальнейшего нахождения на должности,,
Сушко Валерий Константинович,04-002-03-02,судья и заместитель председателя,освобожден,выход в отставку,,
Тихоненко Валерий Арсентьевич,суд г.Полоцка,судья,освобожден,по собственному желанию,,
Ярошевич Сергей Георгиевич,04-002-03-01,судья по административным делам,освобожден,по собственному желанию,,










