ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Сукало Валентин Олегович,07-000-00-02,председатель,включить,состав президиума,бессрочно,
Миклашевич Петр Петрович,07-000-00-02,первый заместитель,включить,состав президиума,бессрочно,
Вышкевич Валерий Николаевич,07-000-00-02,заместитель,включить,состав президиума,бессрочно,
Мирониченко Иван Алексеевич,07-000-00-02,заместитель,включить,состав президиума,бессрочно,
Пташник Владимир Николаевич,07-000-00-02,заместитель,включить,состав президиума,бессрочно,
Царенко Евгений Михайлович,07-000-00-02,заместитель,включить,состав президиума,бессрочно,
Бакиновская Деонида Иосифовна,07-000-00-02,судья,включить,состав президиума,бессрочно,
Герменчук Николай Иванович,07-000-00-02,судья,включить,состав президиума,бессрочно,
Жуковская Галина Казимировна,07-000-00-02,судья,включить,состав президиума,бессрочно,
Калинкович Валерий Леонидович,07-000-00-02,судья,включить,состав президиума,бессрочно,
Кашко Михаил Михайлович,07-000-00-02,судья,включить,состав президиума,бессрочно,
Райдудин Александр Тимофеевич,07-000-00-02,судья,включить,состав президиума,бессрочно,
Сукач Владимир Васильевич,07-000-00-02,судья,включить,состав президиума,бессрочно,
Чертович Виктор Петрович,07-000-00-02,судья,включить,состав президиума,бессрочно,
Чубковец Федор Иванович,07-000-00-02,судья,включить,состав президиума,бессрочно,










