ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Борисенко Петр Алексеевич,06-004-03-01,судья по административным делам,освобожден,по собственному желанию,,
Быков Александр Леонидович,03-014-03-01,судья и председатель,освобожден,по собственному желанию,,
Гусаков Игорь Олегович,03-002-03-03,судья и заместитель председателя,освобожден,по собственному желанию,,
Дешкович Лидия Михайловна,02-002-03-02,судья и председатель,освобожден,выход в отставку,,
Михайлова Евдокия Павловна,06-018-03-01,судья и председатель,освобожден,выход в отставку,,
Пискун Леонид Григорьевич,03-017-03-01,судья,освобожден,по собственному желанию,,
Сидоренко Иван Петрович,03-013-03-01,судья и председатель,освобожден,выход в отставку,,










