ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Хотько Елена Петровна,01-002-03-02,судья,назначен,,бессрочно,
Федорук Андрей Иванович,01-001-03-01,судья,назначен,,бессрочно,
Тозик Анатолий Николаевич,03-000-03-01,член суда,назначен,,бессрочно,
Зинькевич Элла Васильевна,03-002-03-03,судья,назначен,,бессрочно,
Осипов Владимир Сергеевич,03-002-03-03,судья,назначен,,бессрочно,
Прокопенко Андрей Михайлович,03-002-03-04,судья,назначен,,бессрочно,
Маратаев Николай Валентинович,03-002-03-01,судья,назначен,,бессрочно,
Шапиро Олег Яковлевич,03-002-03-01,судья,назначен,,бессрочно,
Ласовская Зоя Михайловна,суд Жлобинского района и г.Жлобина,судья,назначен,,бессрочно,
Шукайло Татьяна Александровна,суд Волковысского района и г.Волковысска,судья,назначен,,бессрочно,
Шевчик Валентин Николаевич,суд г.Лиды,судья,назначен,,бессрочно,
Кирковский Петр Алессандрович,05-000-03-01,член президиума,назначен,,бессрочно,
Гучок Владимир Иосифович,05-000-03-01,член суда,назначен,,бессрочно,
Далинчук Светлана Федоровна,05-000-03-01,член суда,назначен,,бессрочно,
Никулин Александр Михайлович,05-000-03-01,член суда,назначен,,бессрочно,
Король Николай Вячеславович,05-004-03-01,председатель,назначен,,бессрочно,
Абрамчик Юрий Анатольевич,суд Вилейского района и г.Вилейки,судья,назначен,,бессрочно,
Васюта Александр Павлович,05-014-03-01,судья,назначен,,бессрочно,
Епихов Сергей Александрович,05-021-03-01,судья,назначен,,бессрочно,
Цыганков Николай Николаевич,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Кобецкий Валентин Владимирович,суд г.Борисова,судья,назначен,,бессрочно,
Чаплыгина Ирина Васильевна,суд Горецкого района и г.Горки,судья,назначен,,бессрочно,
Новикова Людмила Владимировна,06-008-03-01,судья,назначен,,бессрочно,
Денисевич Александр Александрович,суд Первомайского района г.Бобруйска,судья,назначен,,бессрочно,
Музаров Валерий Владимирович,06-002-03-02,судья,назначен,,бессрочно,
Селедцова Елена Викторовна,06-002-03-02,судья,назначен,,бессрочно,
Прошко Игорь Брониславович,суд Центрального района г.Могилева,судья,назначен,,бессрочно,
Воловик Зинаида Никоноровна,05-002-03-01,заместитель председателя,назначен,,бессрочно,
Шаройко Людмила Ефимовна,05-002-03-01,член президиума,назначен,,бессрочно,
Городничева Татьяна Геннадьевна,05-002-03-01,член суда,назначен,,бессрочно,
Гринцевич Николай Николаевич,05-002-03-01,член суда,назначен,,бессрочно,
Ермолович Татьяна Евгеньевна,05-002-03-01,член суда,назначен,,бессрочно,
Калинкович Валерий Леонидович,05-002-03-01,член суда,назначен,,бессрочно,
Яблокова Инна Геннадьевна,05-002-03-01,член суда,назначен,,бессрочно,
Хробостов Владимир Иванович,07-001-03-01,судья,назначен,,бессрочно,
Хрипач Сергей Федорович,07-002-03-01,судья,назначен,,бессрочно,
Высоцкая Тамара Александровна,07-003-03-01,судья,назначен,,бессрочно,
Зеленко Николай Алексеевич,07-003-03-01,судья,назначен,,бессрочно,
Рыбаков Алексей Васильевич,07-003-03-01,судья,назначен,,бессрочно,
Цисик Инна Викторовна,07-003-03-01,судья,назначен,,бессрочно,
Шушакова Ирина Алексеевна,07-003-03-01,судья,назначен,,бессрочно,
Авдейчик Александр Николаевич,07-005-03-01,судья,назначен,,бессрочно,
Вистунова Светлана Алексеевна,07-007-03-01,судья,назначен,,бессрочно,
Мильто Игорь Геннадьевич,07-007-03-01,судья,назначен,,бессрочно,






