ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Бобков Александр Вильевич,суд Полоцкого района,председатель,назначен,,бессрочно,
Бобков Александр Вильевич,02-017-03-01,судья,освобожден,,,
Горохова Марина Чеславовна,02-017-03-01,судья,назначен,,бессрочно,
Гурьян Наталья Ивановна,02-008-03-01,судья,назначен,,бессрочно,
Дегтярева Валентина Николаевна,02-010-03-01,судья,назначен,,бессрочно,
Дягилев Станислав Анатольевич,суд г.Полоцка,председатель,назначен,,бессрочно,
Дягилев Станислав Анатольевич,02-007-03-01,судья,освобожден,,,
Иванова Светлана Петровна,02-002-03-02,судья,назначен,,бессрочно,
Коваленко Людмила Геннадьевна,02-019-03-01,судья,назначен,,бессрочно,
Коваль Василий Алексеевич,02-021-03-01,судья,назначен,,бессрочно,
Козловский Олег Иванович,02-009-03-01,судья,назначен,,бессрочно,
Кисмерошкина Валентина Ивановна,02-002-03-03,судья,назначен,,бессрочно,
Рабей Александр Викторович,суд Оршанского района,судья,назначен,,бессрочно,
Романович Анна Владимировна,02-016-03-01,судья,назначен,,бессрочно,
Репникова Людмила Васильевна,02-018-03-01,судья,назначен,,бессрочно,
Сапотько Татьяна Геннадьевна,02-002-03-03,судья,назначен,,бессрочно,
Скорина Мирослава Антоновна,02-005-03-01,судья,назначен,,бессрочно,
Титкова Ирина Николаевна,02-002-03-02,судья,назначен,,бессрочно,
Цыганеева Валентина Николаевна,02-002-03-03,судья,назначен,,бессрочно,
Шкель Татьяна Владимировна,02-019-03-01,судья,назначен,,бессрочно,
Штуро Раиса Ивановна,суд г.Полоцка,судья,назначен,,бессрочно,
Щадинская Раиса Михайловна,суд г.Орши,судья,назначен,,бессрочно,


