ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Жовнерчик Любовь Васильевна,07-002-03-01,председатель,назначен,,бессрочно,
Бортник Валентина Никифоровна,07-002-03-01,судья,назначен,,бессрочно,
Кузнецова Наталья Анатольевна,07-003-03-01, судья,назначен,,бессрочно,
Барковская Виктория Анатольевна,07-006-03-01,судья,назначен,,бессрочно,
Голик Леонид Николаевич,07-006-03-01,судья,назначен,,бессрочно,
Мельгуй Лариса Аркадьевна,07-007-03-01,судья,назначен,,бессрочно,
Суслова Светлана Васильевна,07-007-03-01,судья,назначен,,бессрочно,
Вареник Наталья Семеновна,07-008-03-01,судья,назначен,,бессрочно,
Лапо Людмила Ивановна,07-008-03-01,судья,назначен,,бессрочно,
Жданович Игорь Николаевич,07-009-03-01,председатель,назначен,,бессрочно,
Коршунович Павел Иванович,07-009-03-01,судья,назначен,,бессрочно,


