ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Дешкович Лидия Михайловна,02-002-03-02,заместитель председателя,назначен,,бессрочно,
Дешкович Лидия Михайловна,02-002-03-02,судья,освобожден,,,
Козлова Анна Александровна,02-000-03-01,судья,назначен,,бессрочно,
Левченок Петр Владимирович,02-003-03-01,заместитель председателя,назначен,,бессрочно,
Левченок Петр Владимирович,02-003-03-01,судья,освобожден,,,
Машарский Олег Александрович,суд г.Полоцка,заместитель председателя,назначен,,бессрочно,
Машарский Олег Александрович,суд г.Полоцка,судья,освобожден,,,
Острикова Марина Викторовна,02-002-03-03,заместитель председателя,назначен,,бессрочно,
Острикова Марина Викторовна,02-002-03-03,судья,освобожден,,,
Тюменцева Наталья Александровна,суд г.Орши,заместитель председателя,назначен,,бессрочно,
Тюменцева Наталья Александровна,суд г.Орши,судья,освобожден,,,
Сологубик Жанна Ивановна,04-015-03-01,судья,назначен,,бессрочно,
Болотова Марина Георгиевна,05-005-03-01,судья,назначен,,бессрочно,
Конончук Николай Константинович,суд г.Борисова,судья,назначен,,бессрочно,
Крылович Роман Вячеславович,суд Дзержинского района и г.Дзержинска,судья,назначен,,бессрочно,
Понкратов Василий Васильевич,05-011-03-01,судья,назначен,,бессрочно,
Руденкова Ирина Сергеевна,суд г.Молодечно,судья,назначен,,бессрочно,
Руденкова Ирина Сергеевна,суд Жлобинского района и г.Жлобина,судья,освобожден,,,
Антоненко Ольга Евгеньевна,07-004-03-01,судья,назначен,,бессрочно,
Валевич Любовь Александровна,07-002-03-01,судья,назначен,,бессрочно,
Валькович Александр Федорович,07-003-03-01,судья,назначен,,бессрочно,
Василевич Александр Иванович,05-002-03-01,судья,назначен,,бессрочно,
Василевич Александр Иванович,07-002-03-01,судья,освобожден,,,
Глушнев Олег Владимирович,07-005-03-01,судья,назначен,,бессрочно,
Есьман Валерий Александрович,07-009-03-01,судья,назначен,,бессрочно,
Ковшун Виктор Григорьевич,07-001-03-01,судья,назначен,,бессрочно,
Лавренов Николай Петрович,07-006-03-01,судья,назначен,,бессрочно,
Лазовикова Инесса Владимировна,07-007-03-01,судья,назначен,,бессрочно,
Соловьева Тамара Дмитриевна,07-009-03-01,судья,назначен,,бессрочно,





