ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Юрашевич Аркадий Михайлович,01-005-03-01,председатель,освобожден,по собственному желанию,, 
Цыркунов Петр Павлович,03-000-03-01,член суда,освобожден,по состоянию здоровья,,
Бовсук Алла Ивановна,суд Светлогорского района и г.Светлогорска,судья,освобожден,по собственному желанию,,
Енко Игорь Аркадьевич,04-000-03-01,член суда,освобожден,по собственному желанию,,
Синица Владимир Петрович,05-000-03-01,член суда,освобожден,по собственному желанию,,
Скориков Николай Иванович,суд г.Борисова,судья,освобожден,по собственному желанию,,
Цыбулько Михаил Иванович,суд г.Борисова,судья,освобожден,по собственному желанию,,
Казак Алевтина Андреевна,05-002-03-01,член суда,освобожден,по собственному желанию,,
Качановский Олег Владимирович,07-006-03-01,судья,освобожден,перевод на другую работу,,

