ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Васюта Александр Павлович,суд Молодечненского района и г.Молодечно,судья,освобожден,по собственному желанию,,
Емельянов Петр Степанович,06-013-03-01,судья по административным делам,освобожден,перевод на другую работу,,
Лойко Александр Владимирович,суд Минского района и г.Заславля,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Адамович Светланы Иосифовны,,
Матвеенко Людмила Александровна,хозяйственный суд г.Минска,судья,освобожден,по собственному желанию,,
Тимочко Янина Вацлавовна,02-009-03-01,судья,освобожден,по собственному желанию,,










