ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Каравай Елена Владимировна,Высший Хозяйственный Суд,судья,назначен,,бессрочно,
Каравай Елена Владимировна,хозяйственный суд Минской области,судья,освобожден,,,
Рябцев Виктор Николаевич,Высший Хозяйственный Суд,судья,назначен,,бессрочно,
Рябцев Виктор Николаевич,хозяйственный суд г.Минска,судья и заместитель председателя,освобожден,,,
Клышпач Инна Петровна,01-002-03-02,судья,назначен,,бессрочно,
Кудрейко Светлана Васильевна,01-003-03-01,судья,назначен,,бессрочно,
Савчук Владимир Владимирович,01-012-03-01,судья,назначен,,бессрочно,
Савчук Владимир Владимирович,01-012-03-01,судья по административным делам,освобожден,,,
Свибович Татьяна Владимировна,01-015-03-01,судья,назначен,,бессрочно,
Свибович Татьяна Владимировна,01-021-03-01,судья по административным делам,освобожден,занимал должность в связи с нахождением в социальном отпуске Антончик Натальи Николаевны,,
Гатило Ольга Андреевна,хозяйственный суд Витебской области,судья,назначен,,бессрочно,
Ларина Людмила Станиславовна,02-000-03-01,судья,назначен,,бессрочно,
Ларина Людмила Станиславовна,02-002-03-03,судья,освобожден,,,
Лещев Александр Анатольевич,хозяйственный суд Витебской области,судья,назначен,,бессрочно,
Максимович Эдуард Владимирович,хозяйственный суд Витебской области,судья,назначен,,бессрочно,
Урбан Юрий Павлович,02-002-03-01,судья,назначен,,бессрочно,
Майорова Елена Михайловна,хозяйственный суд Гомельской области,судья,назначен,,бессрочно,
Гришин Дмитрий Федорович,04-001-03-01,судья,назначен,,бессрочно,
Ковальчук Андрей Викторович,04-002-03-02,судья,назначен,,бессрочно,
Кравченко Жанна Ивановна,04-002-03-01,судья,назначен,,бессрочно,
Ярмакович Наталия Владимировна,04-010-03-01,судья,назначен,,бессрочно,
Добранов Александр Владимирович,05-010-03-01,председатель,назначен,,бессрочно,
Карпучок Татьяна Николаевна,05-010-03-01,судья,назначен,,бессрочно,
Карпучок Татьяна Николаевна,05-010-03-01,судья по административным делам,освобожден,,,
Самуйлик Сергей Николаевич,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Самусева Светлана Николаевна,суд Борисовского района и г.Борисова,судья,назначен,,бессрочно,
Шпак Ирина Николаевна,хозяйственный суд Минской области,судья,назначен,на время нахождения в социальном отпуске Охрименко Оксаны Владимировны,на период,
Юдилевич Виктория Петровна,суд Борисовского района и г.Борисова,судья,назначен,,бессрочно,
Юдилевич Виктория Петровна,суд Борисовского района и г.Борисова,судья по административным делам,освобожден,,,
Германович Игорь Михайлович,07-002-03-01,судья,назначен,,бессрочно,
Курило Виктор Александрович,хозяйственный суд г.Минска,судья и заместитель председателя,назначен,,бессрочно,
Курило Виктор Александрович,Высший Хозяйственный Суд,судья,освобожден,,,
Черкас Татьяна Станиславовна,07-008-03-01,судья,назначен,,бессрочно,
Шилько Елена Николаевна,07-003-03-01,судья,назначен,,бессрочно,
Байтус Вера Ивановна,05-024-03-01,судья,освобожден,по собственному желанию,,
Борисов Иван Захарович,01-000-03-01,судья,освобожден,выход в отставку,,
Вакульчик Евгений Лукьянович,01-002-03-02,судья и председатель,освобожден,выход в отставку,,
Дутченко Светлана Стефановна,02-002-03-02,судья,освобожден,по собственному желанию,,
Емельянчик Владимир Иванович,05-006-03-01,судья,освобожден,по собственному желанию,,
Кишкун Владимир Степанович,04-002-03-02,судья,освобожден,выход в отставку,,
Кужельная Тамара Вячеславовна,05-023-03-01,судья по административным делам,освобожден,по собственному желанию,,
Микулич Сергей Иванович,суд Борисовского района и г.Борисова,судья и председатель,освобожден,выход в отставку,,
Свекла Николай Ипполитович,04-000-03-01,судья,освобожден,выход в отставку,,
Фалько Максим Петрович,07-004-03-01,судья,освобожден,по собственному желанию,,








































