ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Козодаев Руслан Валерьевич,07-007-03-01,судья,освобожден,по собственному желанию,,
Крайчик Елена Александровна,07-007-03-01,судья,освобожден,по собственному желанию,,
Кулага Галина Петровна,суд Минского района и г.Заславля,судья,освобожден,выход в отставку,,
Павловец Фома Иванович,01-015-03-01,судья,освобожден,выход в отставку,,
Романовский Валерий Эдуардович,04-001-03-01,судья,освобожден,по собственному желанию,,
Шух Лидия Алексеевна,06-007-03-01,судья,освобожден,выход в отставку,,






