ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Головаченко Владимир Николаевич,06-003-03-01,судья,назначен,,бессрочно,
Головаченко Владимир Николаевич,суд Ленинского района г.Бобруйска,судья и председатель,освобожден,,,
Голуб Валентина Михайловна,06-003-03-01,судья,назначен,,бессрочно,
Голуб Валентина Михайловна,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Гормаш Елена Станиславовна,06-003-03-01,судья,назначен,,бессрочно,
Гормаш Елена Станиславовна,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Дубовик Татьяна Ильинична,06-003-03-01,судья,назначен,,бессрочно,
Дубовик Татьяна Ильинична,суд Бобруйского района,судья и председатель,освобожден,,,
Казусенок Александр Александрович,06-003-03-01,судья и председатель,назначен,,бессрочно,
Казусенок Александр Александрович,суд Первомайского района г.Бобруйска,судья и председатель,освобожден,,,
Карповская Тамара Ивановна,06-003-03-01,судья,назначен,,бессрочно,
Карповская Тамара Ивановна,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Картинин Павел Николаевич,06-003-03-01,судья,назначен,,бессрочно,
Картинин Павел Николаевич,суд Первомайского района г.Бобруйска,судья и заместитель председателя,освобожден,,,
Касько Светлана Ароновна,06-003-03-01,судья,назначен,,бессрочно,
Касько Светлана Ароновна,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Климов Алексей Александрович,06-003-03-01,судья,назначен,,бессрочно,
Климов Алексей Александрович,суд Бобруйского района,судья,освобожден,,,
Корнева Нина Григорьевна,06-003-03-01,судья,назначен,,бессрочно,
Корнева Нина Григорьевна,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Короленко Татьяна Тимофеевна,06-003-03-01,судья,назначен,,бессрочно,
Короленко Татьяна Тимофеевна,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Красутский Артур Анатольевич,06-003-03-01,судья,назначен,,бессрочно,
Красутский Артур Анатольевич,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Лосев Владимир Анатольевич,06-003-03-01,судья и заместитель председателя,назначен,,бессрочно,
Лосев Владимир Анатольевич,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Луканский Арнольд Анатольевич,06-003-03-01,судья,назначен,,бессрочно,
Луканский Арнольд Анатольевич,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Огладкова Наталья Владимировна,06-003-03-01,судья,назначен,,бессрочно,
Огладкова Наталья Владимировна,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Петухов Сергей Олегович,06-003-03-01,судья,назначен,,бессрочно,
Петухов Сергей Олегович,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Расколодько Василий Степанович,06-003-03-01,судья,назначен,,бессрочно,
Расколодько Василий Степанович,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Савостьянчик Галина Васильевна,06-003-03-01,судья,назначен,,бессрочно,
Савостьянчик Галина Васильевна,суд Ленинского района г.Бобруйска,судья и заместитель председателя,освобожден,,,
Семенюк Николай Сергеевич,06-003-03-01,судья,назначен,,бессрочно,
Семенюк Николай Сергеевич,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Титкова Татьяна Васильевна,06-003-03-01,судья,назначен,,бессрочно,
Титкова Татьяна Васильевна,суд Ленинского района г.Бобруйска,судья,освобожден,,,
Ткачук Сергей Иванович,06-003-03-01,судья,назначен,,бессрочно,
Ткачук Сергей Иванович,суд Бобруйского района,судья,освобожден,,,
Чимирко Василий Федорович,06-003-03-01,судья,назначен,,бессрочно,
Чимирко Василий Федорович,суд Первомайского района г.Бобруйска,судья,освобожден,,,
Шегеда Наталья Игоревна,06-003-03-01,судья,назначен,,бессрочно,
Шегеда Наталья Игоревна,суд Бобруйского района,судья,освобожден,,,
Ярмошевич Елена Сергеевна,06-003-03-01,судья,назначен,,бессрочно,
Ярмошевич Елена Сергеевна,суд Первомайского района г.Бобруйска,судья,освобожден,,,








