ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Фоменко Анатолий Григорьевич,Минский межгарнизонный военный суд,судья,назначен,,бессрочно,
Стаховец Федор Владимирович,01-018-03-01,председатель,назначен,,бессрочно,
Свитык Виктория Сергеевна,02-015-03-01,судья,назначен,,бессрочно,
Бабенко Анна Ивановна,03-008-03-01,судья,назначен,,бессрочно,
Ващилин Виталий Александрович,03-020-03-01,судья,назначен,,бессрочно,
Зубарев Александр Михайлович,хозяйственный суд Гомельской области,судья,назначен,,бессрочно,
Калиновская Елена Владимировна,03-018-03-01,судья,назначен,,бессрочно,
Улога Дмитрий Анатольевич,03-002-03-04,судья,назначен,,бессрочно,
Улога Дмитрий Анатольевич,03-018-03-01,судья,освобожден,,,
Шевель Геннадий Владимирович,03-017-03-01,судья,назначен,,бессрочно,
Сафаревич Жанна Александровна,04-001-03-01,судья,назначен,,бессрочно,
Сафаревич Жанна Александровна,04-008-03-01,судья по административным делам,освобожден,,,
Жакевич Марина Феликсовна,05-019-03-01,председатель,назначен,,бессрочно,
Грачева Людмила Андреевна,07-002-03-01,заместитель председателя,назначен,,бессрочно,
Климович Дмитрий Николаевич,07-001-03-01,заместитель председателя,назначен,,бессрочно,
Марчук Светлана Ивановна,хозяйственный суд г. Минска,судья,назначен,,бессрочно,
Муренцова Елена Евгеньевна,07-007-03-01,судья,назначен,,бессрочно,
Рудницкая Елена Борисовна,07-003-03-01,судья,назначен,,бессрочно,
Фролова Елена Геннадьевна,07-003-03-01,судья,назначен,,бессрочно,
Хома Михаил Иванович,07-002-03-01,судья,назначен,,бессрочно,


