ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Валицкая Людмила Павловна,05-019-03-01,судья,освобожден,по собственному желанию,,
Ковалев Андрей Евгеньевич,06-002-03-01,судья,освобожден,по собственному желанию,,
Пимашкова Алла Владимировна,06-002-03-01,судья,освобожден,по собственному желанию,,
Пранник Сергей Викторович,02-001-03-01,судья по административным делам,освобожден,по собственному желанию,,
Тароткин Дмитрий Романович,02-002-03-02,судья,освобожден,по собственному желанию,,











