ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Антончик Наталья Николаевна,01-021-03-01,судья по административным делам,освобожден,по истечении пятилетнего срока и отказом в назначении судьей бессрочно,,
Гладышева Наталья Васильевна,03-002-03-02,председатель,освобожден,по собственному желанию,,
Гладышева Наталья Васильевна,03-002-03-02,судья,назначен,,бессрочно,
Евстахов Александр Михайлович,03-010-03-01,судья по административным делам,освобожден,по собственному желанию,,
Зайцев Дмитрий Петрович,03-002-03-03,судья,освобожден,по собственному желанию,,
Карпинчик Александр Антонович,07-006-03-01,председатель,освобожден,по собственному желанию,,
Карпинчик Александр Антонович,07-006-03-01,судья,назначен,,бессрочно,
Кисель Антон Казимирович,01-003-03-01,судья,освобожден,по собственному желанию,,
Рожков Александр Филиппович,03-020-03-01,судья,освобожден,по собственному желанию,,
Мохор Михаил Николаевич,01-002-03-02,судья,назначен,,бессрочно,
Березкин Василий Михайлович,02-022-03-01,судья и председатель,назначен,,бессрочно,
Березкин Василий Михайлович,02-007-03-01,судья,освобожден,,,
Бурко Сергей Эдуардович,02-014-03-01,судья,назначен,,бессрочно,
Бурунов Евгений Илларионович,02-002-03-02,судья,назначен,,бессрочно,
Зубеня Михаил Николаевич,02-001-03-01,судья,назначен,,бессрочно,
Свитык Виктория Сергеевна,02-010-03-01,судья,назначен,на время нахождения в социальном отпуске Кирилловой Ирины Николаевны,на период,
Синицына Лариса Ивановна,02-002-03-02,заместитель председателя,назначен,,бессрочно,
Ваврентович Александр Николаевич,03-015-03-01,судья,назначен,,бессрочно,
Радюк Владимир Владимирович,04-014-03-01,судья,назначен,,бессрочно,
Шилин Александр Сергеевич,04-016-03-01,судья,назначен,,бессрочно,
Шилин Александр Сергеевич,04-015-03-01,судья по административным делам,освобожден,,,
Бойса Иосиф Брониславович,04-010-03-01,судья и председатель,назначен,,бессрочно,
Бойса Иосиф Брониславович,суд Лидского района и г. Лиды,судья и председатель,освобожден,,,
Веленто Валерий Иванович,04-010-03-01,судья,назначен,,бессрочно,
Веленто Валерий Иванович,суд Лидского района и г. Лиды,судья,освобожден,,,
Гаврилов Александр Юрьевич,04-010-03-01,судья,назначен,,бессрочно,
Гаврилов Александр Юрьевич,суд Лидского района и г. Лиды,судья,освобожден,,,
Готто Алла Леонидовна,04-010-03-01,судья,назначен,,бессрочно,
Готто Алла Леонидовна,суд Лидского района и г. Лиды,судья,освобожден,,,
Коваленко Светлана Петровна,04-010-03-01,судья,назначен,,бессрочно,
Коваленко Светлана Петровна,суд Лидского района и г. Лиды,судья,освобожден,,,
Кошко Игорь Леонидович,04-010-03-01,судья,назначен,,бессрочно,
Кошко Игорь Леонидович,суд Лидского района и г. Лиды,судья,освобожден,,,
Мацук Вячеслав Анатольевич,04-010-03-01,судья и заместитель председателя,назначен,,бессрочно,
Мацук Вячеслав Анатольевич,суд Лидского района и г. Лиды,судья и заместитель председателя,освобожден,,,
Мишуров Александр Сергеевич,04-010-03-01,судья,назначен,,бессрочно,
Мишуров Александр Сергеевич,суд Лидского района и г. Лиды,судья,освобожден,,,
Шевчик Валентин Николаевич,04-010-03-01,судья,назначен,,бессрочно,
Шевчик Валентин Николаевич,суд Лидского района и г. Лиды,судья,освобожден,,,
Ярмакович Наталия Владимировна,04-010-03-01,судья,назначен,,бессрочно,
Ярмакович Наталия Владимировна,суд Лидского района и г. Лиды,судья,освобожден,,,
Вайтехович Наталья Михайловна,07-009-03-01,судья,назначен,,бессрочно,
Ильина Елена Александровна,07-009-03-01,судья,назначен,,бессрочно,
Михалевич Владимир Петрович,07-008-03-01,судья,назначен,,бессрочно,
Шестаков Юрий Валерьевич,07-003-03-01,судья,назначен,,бессрочно,







