ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Абдулин Александр Рустемович,07-007-03-01,судья,освобожден,по собственному желанию,,
Бушева Алена Войтеховна,02-009-03-01,судья по административным делам,освобожден,по собственному желанию,,
Гуржий Андрей Анатольевич,03-002-03-03,судья по административным делам,освобожден,по собственному желанию,,
Жданок Дмитрий Владимирович,07-002-03-01,судья по административным делам,освобожден,по собственному желанию,,
Безручко Сергей Сергеевич,01-015-03-01,судья,назначен,,бессрочно,
Воробей Василий Дмитриевич,01-010-03-01,председатель,назначен,,бессрочно,
Березкин Василий Михайлович,02-007-03-01,судья,назначен,,бессрочно,
Лалаев Михаил Александрович,02-003-03-01,судья,назначен,,бессрочно,
Белорусов Владимир Николаевич,суд Мозырьского района и г.Мозыря,судья,назначен,,бессрочно,
Белорусов Владимир Николаевич,суд Мозырьского района и г.Мозыря,судья по административным делам,освобожден,,,
Камалыев Артем Сергеевич,03-001-03-01,заместитель председателя,назначен,,бессрочно,
Ковалевич Раиса Васильевна,03-001-03-01,председатель,назначен,,бессрочно,
Ковалевич Раиса Васильевна,03-001-03-01,заместитель председателя,освобожден,,,
Козачек Виктор Адамович,03-002-03-04,судья,назначен,,бессрочно,
Козачек Виктор Адамович,03-004-03-01,судья по административным делам,освобожден,,,
Костюченко Олег Владимирович,03-008-03-01,судья,назначен,,бессрочно,
Кугейко Вячеслав Владимирович,суд Мозырьского района и г.Мозыря,судья,назначен,,бессрочно,
Лаворенко Владимир Алексеевич,03-002-03-02,судья,назначен,,бессрочно,
Лаворенко Владимир Алексеевич,03-015-03-01,судья и председатель,освобожден,,,
Надточей Марина Владимировна,03-000-03-01,судья,назначен,,бессрочно,
Надточей Марина Владимировна,03-002-03-02,судья,освобожден,,,
Пырх Светлана Ивановна,03-018-03-01,судья,назначен,,бессрочно,
Пырх Светлана Ивановна,03-018-03-01,судья по административным делам,освобожден,,,
Сарнавская Светлана Федоровна,03-010-03-01,судья,назначен,,бессрочно,
Соломейчук Владимир Васильевич,03-019-03-01,судья,назначен,,бессрочно,
Соломейчук Владимир Васильевич,03-019-03-01,судья по административным делам,освобожден,,,
Шевструк Сергей Владимирович,03-002-03-03,судья,назначен,,бессрочно,
Шевструк Сергей Владимирович,03-002-03-03,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Зинькевич Элла Васильевна,,
Шурпо Светлана Сергеевна,03-018-03-01,судья,назначен,,бессрочно,
Самосюк Лариса Геннадьевна,04-012-03-01,судья,назначен,,бессрочно,
Пастухова Светлана Михайловна,суд Слуцкого района и г.Слуцка,судья,назначен,,бессрочно,
Пастухова Светлана Михайловна,суд Слуцкого района и г.Слуцка,судья по административным делам,освобожден,,,
Самцевич Елена Федоровна,суд Борисовского района и г.Борисова,судья,назначен,,бессрочно,
Сивакова Любовь Станиславовна,05-011-03-01,судья,назначен,,бессрочно,
Холодок Наталья Аркадьевна,суд Слуцкого района и г.Слуцка,судья,назначен,,бессрочно,
Холодок Наталья Аркадьевна,суд Слуцкого района и г.Слуцка,судья по административным делам,освобожден,,,
Бычко Алексей Викторович,07-009-03-01,судья по административным делам,назначен,на время нахождения в социальном отпуске Павлючук Татьяны Евгеньевны,на период,
Дубаневич Ольга Васильевна,07-007-03-01,судья,назначен,,бессрочно,
Дубаневич Ольга Васильевна,07-007-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Лухверчик Елены Николаевны,,
Кучук Дина Валентиновна,07-002-03-01,судья,назначен,,бессрочно,
Нехвядович Елена Георгиевна,07-006-03-01,судья,назначен,,бессрочно,
Фалько Максим Петрович,07-004-03-01,судья,назначен,,бессрочно,
Фалько Максим Петрович,07-003-03-01,судья по административным делам,освобожден,,,
Черевач Владимир Олегович,07-004-03-01,председатель,назначен,,бессрочно,































