ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Балаболкина Елена Эдуардовна,02-003-03-01,судья,назначен,,бессрочно,
Урбанович Галина Николаевна,02-000-03-01,судья,назначен,,бессрочно,
Урбанович Галина Николаевна,02-022-03-01,судья и председатель,освобожден,,,
Мазай Дмитрий Иванович,03-017-03-01,судья,назначен,,бессрочно,
Швец Татьяна Александровна,03-002-03-04,судья,назначен,,бессрочно,
Шитиков Сергей Алексеевич,03-002-03-04,заместитель председателя,назначен,,бессрочно,
Каплунова Елена Ивановна,05-000-03-01,судья,назначен,,бессрочно,
Любанец Тамара Леонидовна,05-009-03-01,председатель,назначен,,бессрочно,
Станкевич Иосиф Чеславович,05-000-03-01,судья,назначен,,бессрочно,
Язвинский Дмитрий Вячеславович,05-000-03-01,судья,назначен,,бессрочно,
Язвинский Дмитрий Вячеславович,05-008-03-01,судья,освобожден,,,
Азаренко Елена Викторовна,06-019-03-01,судья,назначен,,бессрочно,
Голочевский Олег Иванович,06-012-03-01,судья,назначен,,бессрочно,
Казусенок Александр Александрович,суд первомайского района г.Бобруйска,председатель,назначен,,бессрочно,
Климов Павел Маратович,06-002-03-02,судья,назначен,,бессрочно,
Комар Александр Васильевич,06-011-03-01,судья,назначен,,бессрочно,
Тарасова Галина Валентиновна,06-002-03-01,судья,назначен,,бессрочно,
Булаш Алла Бюкбаловна,07-004-03-01,заместитель председателя,назначен,,бессрочно,
Гончар Виктор Петрович,07-002-03-01,судья,назначен,,бессрочно,
Климович Дмитрий Николаевич,07-001-03-01,судья,назначен,,бессрочно,
Крук Елена Владимировна,07-001-03-01,судья,назначен,,бессрочно,
Крук Елена Владимировна,07-001-03-01,судья по административным делам,освобожден,занимал должность в связи с нахождением в социальном отпуске Некрасовой Елены Тимофеевны,,
Федорова Марина Аркадьевна,07-007-03-01,заместитель председателя,назначен,,бессрочно,




























