ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Билибуха Игорь Иванович,Брестский межгарнизонный военный суд,судья и председатель,назначен,,бессрочно,
Конюк Александр Владимирович,Минский межгарнизонный военный суд,судья и председатель,назначен,,бессрочно,
Паутов Александр Михайлович,Белорусский военный суд,судья,назначен,,бессрочно,
Паутов Александр Михайлович,Борисовский межгарнизонный военный суд,судья,освобожден,,,
Коляда Надежда Анатольевна,01-003-03-01,судья,назначен,,бессрочно,
Заборонок Наталья Федоровна,02-002-03-02,судья,назначен,,бессрочно,
Третьякова Наталья Михайловна,02-001-03-01,судья,назначен,,бессрочно,
Андрейчик Жанна Петровна,03-002-03-04,судья,назначен,на время нахождения в социальном отпуске Домненко Марины Ивановны,на период,
Бурба Сергей Григорьевич,03-018-03-01,судья,назначен,,бессрочно,
Лисовский Александр Венедиктович,03-001-03-01,судья,назначен,,бессрочно,
Романовская Елена Михайловна,03-012-03-01,судья,назначен,,бессрочно,
Демченко Дмитрий Викторович,04-002-03-01,судья,назначен,,бессрочно,
Сенько Виктор Антонович,04-009-03-01,судья,назначен,,бессрочно,
Соболева Наталья Васильевна,04-002-03-01,судья,назначен,,бессрочно,
Соболева Наталья Васильевна,04-018-03-01,судья,освобожден,,,
Ераховец Лариса Николаевна,05-012-03-01,судья,назначен,,бессрочно,
Левкович Алексей Михайлович,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Лазовская Елена Казимировна,06-020-03-01,судья,назначен,,бессрочно,
Пархоменко Татьяна Григорьевна,06-002-03-01,судья,назначен,,бессрочно,
Пархоменко Татьяна Григорьевна,06-019-03-01,судья,освобожден,,,
Горбатовский Юрий Александрович,07-006-03-01,судья,назначен,,бессрочно,
Жуковская Жанна Алексеевна,07-008-03-01,судья,назначен,,бессрочно,
Песенко Наталья Николаевна,07-004-03-01,судья,назначен,,бессрочно,
Свистунова Валентина Николаевна,07-009-03-01,судья,назначен,на время нахождения в социальном отпуске Шейко Инны Валерьевны,на период,
Свистунова Валентина Николаевна,07-009-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Лобынич Инги Брониславовны,,





























