ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Глуховская Галина Ивановна,07-000-00-02,судья,назначен,,бессрочно, 
Глуховская Галина Ивановна,05-002-03-01,судья,освобожден,,,
Ковшун Виктор Григорьевич,07-000-00-02,судья,назначен,,бессрочно, 
Ковшун Виктор Григорьевич,07-001-03-01,судья,освобожден,,,
Мильто Игорь Геннадьевич,07-000-00-02,судья,назначен,,бессрочно, 
Мильто Игорь Геннадьевич,05-002-03-01,судья,освобожден,,,
Ракитский Виктор Адамович,07-000-00-02,судья,назначен,,бессрочно, 
Ракитский Виктор Адамович,05-000-03-01,судья,освобожден,,,
Ступень Ирина Владимировна,07-000-00-02,судья,назначен,,бессрочно, 
Ступень Ирина Владимировна,07-004-03-01,судья и заместитель председателя,освобожден,,,

