ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Шепетюк Михаил Петрович,01-002-03-01,судья,назначен,,бессрочно,
Афанасьева Антонина Васильевна,02-021-03-01,судья по административным делам,назначен,,бессрочно,
Бурко Сергей Эдуардович,суд Оршанского района,судья,назначен,,бессрочно,
Дегтярева Валентина Николаевна,02-010-03-01,председатель,назначен,,бессрочно,
Казак Ирина Станиславовна,02-007-03-01,судья по административным делам,назначен,,бессрочно,
Козлова Анжелика Альбертовна,суд г.Орши,судья,назначен,,бессрочно,
Козлова Анжелика Альбертовна,суд г.Орши,судья по административным делам,освобожден,,,
Кораблина Наталья Вячеславовна,02-008-03-01,судья по административным делам,назначен,,бессрочно,
Лисунов Геннадий Михайлович,суд Лепельского района и г.Лепеля,председатель,назначен,,бессрочно,
Макарова Наталья Арнольдовна,02-002-03-03,судья,назначен,,бессрочно,
Мишуто Татьяна Ивановна,02-013-03-01,судья по административным делам,назначен,,бессрочно,
Сазонова Нина Михайловна,02-002-03-03,судья,назначен,,бессрочно,
Смолякова Ирина Васильевна,02-023-03-01,судья по административным делам,назначен,,бессрочно,
Хамиченок Николай Николаевич,суд Лепельского района и г.Лепеля,судья,назначен,,бессрочно,
Емельянович Николай Михайлович,03-000-03-01,судья,назначен,,бессрочно,
Гудыно Дмитрий Юрьевич,06-005-03-01,судья по административным делам,назначен,,бессрочно,
Земцов Игорь Федорович,06-013-03-01,судья по административным делам,назначен,,бессрочно,
Павлова Валентина Амановна,06-005-03-01,судья,назначен,,бессрочно,
Пуховская Елена Казимировна,06-020-03-01,судья,назначен,,бессрочно,




























