ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Кацапова Инна Федоровна,05-012-03-01,судья по административным делам,назначен,,бессрочно,
Мелешко Дмитрий Павлович,05-015-03-01,судья по административным делам,назначен,,бессрочно,
Климов Павел Маратович,06-002-03-02,судья,назначен,,бессрочно,
Комар Александр Васильевич,06-011-03-01,судья,назначен,,бессрочно,
Лазутина Людмила Федоровна,06-002-03-02,судья,назначен,,бессрочно,
Гончарик Андрей Николаевич,07-007-03-01,судья,назначен,,бессрочно,
Жданок Дмитрий Владимирович,07-002-03-01,судья по административным делам,назначен,,бессрочно,
Зенькевич Валентина Николаевна,07-002-03-01,судья,назначен,,бессрочно,
Зенькевич Валентина Николаевна,07-002-03-01,судья по административным делам,освобожден,,,
Лобынич Инга Брониславовна,07-009-03-01,судья,назначен,,бессрочно,




























