ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Доминич Рада Васильевна,02-017-03-01,судья по административным делам,назначен,,бессрочно,
Власов Сергей Алексеевич,03-005-03-01,судья,назначен,,бессрочно,
Гончаров Юрий Николаевич,03-018-03-01,судья по административным делам,назначен,,бессрочно,
Евстахов Александр Михайлович,03-010-03-01,судья по административным делам,назначен,,бессрочно,
Зайцев Дмитрий Петрович,03-002-03-03,судья,назначен,,бессрочно,
Можейко Светлана Юрьевна,03-003-03-01,судья по административным делам,назначен,,бессрочно,
Рожков Александр Филиппович,суд Светлогорского района и г.Светлогорска,судья,назначен,,бессрочно,
Вяжевич Анатолий Викторович,05-017-03-01,судья по административным делам,назначен,,бессрочно,
Рогов Александр Леонидович,05-011-03-01,судья по административным делам,назначен,,бессрочно,
Стома Александр Владимирович,05-022-03-01,судья по административным делам,назначен,,бессрочно,






































