ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Войцеховский Владимир Петрович,01-000-03-01,судья,назначен,,бессрочно,
Мороз Иван Степанович,01-000-03-01,судья,назначен,,бессрочно,
Зозуля Галина Николаевна,02-002-03-03,судья по административным делам,назначен,,бессрочно,
Асадчая Наталья Викторовна,03-016-03-01,судья по административным делам,назначен,,бессрочно,
Багинский Сергей Петрович,03-017-03-01,судья по административным делам,назначен,,бессрочно,
Гурджий Андрей Анатольевич,03-002-03-03,судья по административным делам,назначен,,бессрочно,
Костюченко Олег Владимирович,03-008-03-01,судья по административным делам,назначен,,бессрочно,
Кугейко Вячеслав Владимирович,03-014-03-01,судья по административным делам,назначен,,бессрочно,
Гуд Ольга Васильевна,05-014-03-01,судья по административным делам,назначен,,бессрочно,
Кужельная Тамара Вячеславовна,05-023-03-01,судья по административным делам,назначен,,бессрочно,
Кульбицкая Татьяна Николаевна,05-010-03-01,судья по административным делам,назначен,,бессрочно,
Самцевич Елена Федоровна,05-005-03-01,судья по административным делам,назначен,,бессрочно,























