ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Денисович Михаил Васильевич,01-021-03-01,судья,назначен,,бессрочно,
Смирнова Ольга Кононовна,01-002-03-02,судья,назначен,на время нахождения в социальном отпуске Ласкович Татьяны Георгиевны,на период,
Смирнова Ольга Кононовна,01-014-03-01,судья по административным делам,освобожден,,,
Афанасьева Антонина Васильевна,02-012-03-01,судья и председатель,назначен,,бессрочно,
Афанасьева Антонина Васильевна,02-021-03-01,судья по административным делам,освобожден,,,
Ильюшонок Ольга Владимировна,02-002-03-03,судья,назначен,,бессрочно,
Казак Ирина Станиславовна,02-007-03-01,судья,назначен,,бессрочно,
Казак Ирина Станиславовна,02-007-03-01,судья по административным делам,освобожден,,,
Лешкович Александр Эдуардович,02-008-03-01,судья и председатель,назначен,,бессрочно,
Лешкович Александр Эдуардович,02-016-03-01,судья,освобожден,,,
Шарец Елена Алексеевна,02-002-03-03,судья,назначен,на время нахождения в социальном отпуске Жук Елены Семеновны,на период,
Мальцев Сергей Николаевич,03-002-03-01,судья,назначен,,бессрочно,
Новиков Сергей Павлович,03-002-03-02,судья,назначен,,бессрочно,
Рубисов Николай Данилович,03-019-03-01,председатель,назначен,,бессрочно,
Стрельченко Анатолий Николаевич,03-018-03-01,заместитель председателя,назначен,,бессрочно,
Сужаев Александр Владимирович,03-000-03-01,судья,назначен,,бессрочно,
Сужаев Александр Владимирович,03-006-03-01,судья,освобожден,,,
Цыганок Петр Петрович,03-018-03-01,судья,назначен,,бессрочно,
Бурак Сергей Сергеевич,05-022-03-01,судья и председатель,назначен,,бессрочно,
Бурак Сергей Сергеевич,05-019-03-01,судья,освобожден,,,
Майко Ирина Леонидовна,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Андреева Наталья Владимировна,05-002-03-01,судья,назначен,,бессрочно,
Грабовская-Дайнеко Вера Михайловна,07-009-03-01,судья,назначен,,бессрочно,
Фалько Максим Петрович,07-004-03-01,судья,назначен,,бессрочно,

































