ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Дробышевская Валентина Петровна,07-002-03-01,судья,освобожден,по собственному желанию,,
Калиновский Сергей Алексеевич,01-012-03-01,судья,освобожден,перевод на другую работу,,
Коледа Оксана Владимировна,суд Солигорского района и г.Солигорска,судья,освобожден,по собственному желанию,,
Николаев Алексей Юрьевич,02-006-03-01,судья по административным делам,освобожден,перевод на другую работу,,
Сачевка Иван ВАсильевич,01-017-03-01,судья,освобожден,истечение пятилетнего срока и отказ в назначении бессрочно,,
Третинникова Наталья Викторовна,03-002-03-03,судья,освобожден,невозможность нахождения на должности,,
Черняк Татьяна Михайловна,01-018-03-01,председатель,освобожден,по собственному желанию,,
Черняк Татьяна Михайловна,01-018-03-01,судья,оставлен в должности,,,









