ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Бондарев Дмитрий Михайлович,05-017-03-01,судья и председатель,освобожден,по собственному желанию,,
Дубинина Жанна Петровна,07-001-03-01,заместитель председателя,освобожден,по собственному желанию,,
Дубинина Жанна Петровна,07-001-03-01,судья,оставлен в должности,,,
Зябкина Ксения Николаевна,07-007-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Лухверчик Елены Николаевны,,
Кузьменкова Элла Ивановна,07-005-03-01,судья,освобожден,выход в отставку,,
Ласовская Зоя Михайловна,03-009-03-01,судья,освобожден,выход в отставку,,
Пухлякова Ирина Николаевна,03-002-03-04,судья,освобожден,по собственному желанию,,
Свитык Виктория Сергеевна,02-010-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске ,,
Скорина Мирослава Антоновна,02-005-03-01,судья,освобожден,выход в отставку,,
Терешкова Елена Владимировна,07-002-03-01,судья,освобожден,по собственному желанию,,










