ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Жукова Татьяна Юрьевна,01-003-03-01,судья,назначен,,бессрочно,
Литвинчик Оксана Васильевна,01-003-03-01,судья,назначен,,бессрочно,
Жоров Юрий Владимирович,03-002-03-03,судья,назначен,,бессрочно,
Жоров Юрий Владимирович,03-001-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Заставнецкой Тамары Николаевны,,
Сужаев Александр Владимирович,03-006-03-01,судья,назначен,,бессрочно,
Тодорова Ирина Владиславовна,04-018-03-01,судья,назначен,,бессрочно,
Бричковская Татьяна Николаевна,05-008-03-01,судья,назначен,,бессрочно,
Лапина Валентина Николаевна,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Рыбаков Александр Валерьевич,05-012-03-01,судья,назначен,,бессрочно,
Земцов Игорь Федорович,06-013-03-01,судья,назначен,,бессрочно,
Тараканов Александр Николаевич,06-022-03-01,судья,назначен,,бессрочно,
Ткачук Сергей Иванович,суд Бобруйского района,судья,назначен,,бессрочно,
Высоцкая Тамара Александровна,07-006-03-01,судья и председатель,назначен,,бессрочно,
Высоцкая Тамара Александровна,05-002-03-01,судья,освобожден,,,
Петух Наталья Анатольевна,07-006-03-01,судья,назначен,,бессрочно,
Фальковская Татьяна Николаевна,05-002-03-01,судья,назначен,,бессрочно,
Фальковская Татьяна Николаевна,07-006-03-01,судья,освобожден,,,
Ануфриев Александр Иванович,04-006-03-01,судья по административным делам,освобожден,перевод на другую работу,,
Волчек Сергей Николаевич,01-006-03-01,судья по административным делам,освобожден,истечение пятилетноего срока и отказ в назначении судьей бессрочно,,
Гончарик Андрей Николаевич,07-007-03-01,судья,освобожден,по собственному желанию,,
Грицель Дмитрий Антонович,суд Минского района и г.Заславля,судья,освобожден,по собственному желанию,,
Ильюшонок Ольга Владимировна,суд Лепельского района и г.Лепеля,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Сушко Натальи Сергеевны,,
Лаворенко Владимир Алексеевич,03-002-03-02,судья,освобожден,перевод на другую работу,,
Миллер Владимир Исакович,05-010-03-01,судья и председатель,освобожден,по собственному желанию,,
Новик Анна Павловна,03-002-03-01,судья,освобожден,по собственному желанию,,
Руденко Николай Васильевич,Белорусский военный суд,судья и заместитель председателя,освобожден,по состоянию здоровья,,
Русак Валентин Иосифович,05-021-03-01,судья и председатель,освобожден,выход в отставку,,
Семенидо Леонид Анатольевич,суд Борисовского района и г.Борисова,судья,освобожден,выход в отставку,,
Скугарева наталья Владимировна,07-007-03-01,судья по административным делам,освобожден,занимал должность в связи с нахождением в социальном отпуске Савостьян Людмилы Аркадьевны,,
Телица Лидия Федоровна,07-006-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Макухо Виктории Анатолевны,,



























