ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Трикоза Владислав Васильевич,Минский межгарнизонный военный суд,судья,назначен,,лет,5
Лещенко Андрей Леонидович,01-000-03-01,судья,назначен,,бессрочно,
Лещенко Андрей Леонидович,01-015-03-01,судья и заместитель председателя,освобожден,,,
Малейчук Александр Петрович,01-015-03-01,заместитель председателя,назначен,,бессрочно,
Балико Виктор Иосифович,02-015-03-01,судья,назначен,,лет,5
Ильюшонок Ольга Владимировна,02-002-03-03,судья,назначен,,лет,5
Левченок Петр Владимирович,02-003-03-01,председатель,назначен,,бессрочно,
Романович Анна Владимировна,02-016-03-01,судья,назначен,на время нахождения в социальном отпуске Максимович Натальи Федоровны,на период,
Романович Анна Владимировна,02-016-03-01,судья,освобожден,,,
Белоусов Василий Леонидович,03-000-03-01,заместитель председателя,назначен,,бессрочно,
Гавриленко Мария Анатольевна,03-003-03-01,судья,назначен,,лет,5
Ермольчик Елена Евгеньевна,03-009-03-01,заместитель председателя,назначен,,бессрочно,
Новиков Сергей Павлович,03-002-03-02,судья,назначен,,лет,5
Рослик Марина Валерьевна,хозяйственный суд Гомельской области,судья,назначен,,лет,5
Мохань Валентина Антоновна,04-002-03-02,заместитель председателя,назначен,,бессрочно,
Клещенок Оксана Сергеевна,05-005-03-01,судья,назначен,,лет,5
Майко Ирина Леонидовна,05-001-03-01,судья,назначен,,лет,5
Пасюк Ирина Анатольевна,05-005-03-01,судья,назначен,на время нахождения в социальном отпуске Юдилевич Виктории Петровны,на период,
Южик Инесса Михайловна,05-014-03-01,судья,назначен,,лет,5
Яночкин Евгений Леонидович,05-005-03-01,судья,назначен,,лет,5
Любецкая Светлана Анатольевна,07-003-03-01,судья и председатель,назначен,,бессрочно,
Любецкая Светлана Анатольевна,07-005-03-01,судья и заместитель председателя,освобожден,,,
Мазовка Анжелика Михайловна,07-007-03-01,судья,назначен,,лет,5
Юферицын Дмитрий Викторович,07-002-03-01,судья,назначен,,лет,5
Боднарчук Альбина Леонидовна,02-003-03-01,судья,освобожден,выход в отставку,,
Голубев Михаил Георгиевич,05-014-03-01,судья,освобожден,выход в отставку,,
Гуйвик Наталья Васильевна,02-015-03-01,судья,освобожден,избрание на другую должность,,
Иванова Ирина Федоровна,хозяйственный суд Минской области,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Полудо Людмилы Ивановны,,
Кохан Елена Николаевна,07-001-03-01,судья,освобожден,по собственному желанию,,
Кревчик Юлия Александровна,04-015-03-01,судья,освобожден,перевод на другую работу,,
Малашенок Ирина Михайловна,06-005-03-01,председатель,освобожден,истечение срока полномочий,,
Малашенок Ирина Михайловна,06-005-03-01,судья,оставлен в должности,,,
Савостянова Людмила Анатольевна,03-010-03-01,заместитель председателя,освобожден,по собственному желанию,,
Савостянова Людмила Анатольевна,03-010-03-01,судья,оставлен в должности,,,











































