ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Рутковский Игорь Иванович,Борисовский межгарнизонный военный суд,судья,назначен,,бессрочно,
Рутковский Игорь Иванович,Белорусский военный суд,судья,освобожден,,,
Скоморощенко Игорь Петрович,Белорусский военный суд,судья,назначен,,бессрочно,
Скоморощенко Игорь Петрович,Борисовский межгарнизонный военный суд,судья,освобожден,,,
Жукова Татьяна Юрьевна,01-003-03-01,судья,назначен,,лет,5
Кмита Николай Алексеевич,01-003-03-01,председатель,назначен,,бессрочно,
Тимошенко Петр Прохорович,01-012-03-01,судья и заместитель председателя,назначен,,бессрочно,
Тимошенко Петр Прохорович,03-009-03-01,судья,освобожден,,,
Близнева Людмила Васильевна,02-015-03-01,заместитель председателя,назначен,,бессрочно,
Бойцова Наталья Александровна,02-014-03-01,судья,назначен,,лет,5
Бойцова Наталья Александровна,02-014-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Сунцовой Наталии Анатольевны,,
Володин Юрий Александрович,хозяйственный суд Витебской области,судья,назначен,,лет,5
Грабовская Инна Валерьевна,02-002-03-02,судья,назначен,,лет,5
Дробыш Марина Анатольевна,02-021-03-01,судья,назначен,,лет,5
Жарикова Алеся Сергеевна,02-002-03-02,судья,назначен,,лет,5
Никитина Валентина Леонидовна,02-011-03-01,судья и председатель,назначен,,бессрочно,
Никитина Валентина Леонидовна,02-015-03-01,судья и заместитель председателя,освобожден,,,
Алехин Сергей Анатольевич,03-007-03-01,судья,назначен,,лет,5
Жоров Юрий Владимирович,03-002-03-03,судья,назначен,,лет,5
Костюченко Олег Владимирович,03-008-03-01,председатель,назначен,,бессрочно,
Прадун Ирина Васильевна,03-020-03-01,судья,назначен,,бессрочно,
Прадун Ирина Васильевна,03-013-03-01,судья,освобожден,,,
Сигай Александр Алексеевич,03-007-03-01,председатель,назначен,,бессрочно,
Сотников Анатолий Григорьевич,03-002-03-01,судья,назначен,,бессрочно,
Сотников Анатолий Григорьевич,03-005-03-01,судья,освобожден,,,
Стефанович Татьяна Ричиардовна,03-009-03-01,судья,назначен,,лет,5
Фещенко Надежда Федоровна,03-012-03-01,судья,назначен,,лет,5
Тодорова Ирина Владиславовна,04-018-03-01,судья,назначен,,лет,5
Новик Николай Николаевич,05-022-03-01,судья,назначен,,лет,5
Паплевко Алла ивановна,05-000-03-01,судья,назначен,,бессрочно,
Паплевко Алла ивановна,05-003-03-01,судья,освобожден,,,
Шутко Александр Александрович,05-005-03-01,судья,назначен,на время нахождения в социальном отпуске Войтко Инны Михайловны,на период,
Акуленко Дмитрий Александрович,06-002-03-01,судья,назначен,,лет,5
Новикова Людмила Петровна,06-003-03-01,судья,назначен,,лет,5
Корнов Владимир Владимирович,05-002-03-01,судья,назначен,,бессрочно,
Корнов Владимир Владимирович,07-008-03-01,судья,освобожден,,,
Кособуцкая Инна Анатольевна,07-003-03-01,судья,назначен,,лет,5
Свиридович Оксана Владимировна,07-006-03-01,судья,назначен,на время нахождения в социальном отпуске Терех Елены Георгиевны,на период,
Неверовский Александр Владимирович,Белорусский военный суд,судья,включить,состав президиума,бессрочно,
Рутковский Игорь Иванович,Белорусский военный суд,судья,исключить,состав президиума,,



























