ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Кривая Валентина Дмитриевна,07-000-00-02,судья,назначен,,бессрочно,
Кривая Валентина Дмитриевна,05-002-03-01,судья,освобожден,,,
Стефановский Игорь Эдуардович,Белорусский военный суд,судья,назначен,,бессрочно,
Стефановский Игорь Эдуардович,Витебский межгарнизонный военный суд,судья,освобожден,,,
Тузов Юрий Алексеевич,Белорусский военный суд,заместитель председателя,назначен,,бессрочно,
Кмита Алексей Николаевич,01-012-03-01,судья,назначен,,лет,5
Яромчик Светлана Викторовна,01-010-03-01,судья,назначен,,лет,5
Еловая Елена Михайловна,02-015-03-01,судья,назначен,,лет,5
Субботина Татьяна Николаевна,02-015-03-01,судья,назначен,,лет,5
Купрейчик Леонид Вячеславович,03-021-03-01,судья,назначен,,лет,5
Волчок Игорь Николаевич,04-009-03-01,судья,назначен,на время нахождения в социальном отпуске Каско Ирины Васильевны,на период,
Степанова Наталия Викторовна,04-007-03-01,председатель,назначен,,бессрочно,
Толочко Андрей Валентинович,04-003-03-01,судья,назначен,,лет,5
Арешко Владимир Викторович,05-018-03-01,судья,назначен,,лет,5
Войтенкова Инна Иосифовна,05-017-03-01,судья,назначен,,бессрочно,
Войтенкова Инна Иосифовна,05-024-03-01,судья,освобожден,,,
Гончар Светлана Валерьевна,05-000-03-01,судья,назначен,,бессрочно,
Гончар Светлана Валерьевна,07-009-03-01,судья,освобожден,,,
Кобец Юрий Викторович,05-000-03-01,заместитель председателя,назначен,,бессрочно,
Ткачук Сергей Иванович,05-001-03-01,судья,назначен,,бессрочно,
Ткачук Сергей Иванович,06-006-03-01,судья и председатель,освобожден,,,
Лукашевич Валентина Васильевна,06-002-03-02,судья,назначен,,лет,5
Романов Александр Петрович,06-002-03-02,судья,назначен,,лет,5
Бондаренко Светлана Александровна,07-003-03-01,судья,назначен,,лет,5
Запасник Марина Святославовна,07-002-03-01,судья,назначен,,лет,5
Мирошник Алла Александровна,хозяйственный суд г.Минска,судья,назначен,,лет,5
Мокштарева Анна Леонидовна,07-001-03-01,судья,назначен,,лет,5
Рогачевская Анастасия Васильевна,07-006-03-01,судья,назначен,,лет,5
Сезин Юрий Васильевич,07-003-03-01,судья,назначен,,лет,5
Четверткова Наталья Алексеевна,07-005-03-01,заместитель председателя,назначен,,бессрочно,
Зуйкова Людмила Владимировна,02-012-03-01,судья по административным делам,освобожден,перевод на другую работу,,
Кулькова Таисья Дмитриевна,03-018-03-01,судья,освобожден,выход в отставку,,
Лосев Владимир Анатольевич,06-003-03-01,заместитель председателя,освобожден,по собственному желанию,,
Лосев Владимир Анатольевич,06-003-03-01,судья,оставлен в должности,,,
Манчак Виктор Алексеевич,01-000-03-01,судья,освобожден,выход в отставку,,
Охрименко Оксана Владимировна,хозяйственный суд Минской области,судья,освобожден,по собственному желанию,,
Рогаль Владимир Николаевич,05-013-03-01,судья и председатель,освобожден,выход в отставку,,
Спирченок Сергей Александрович,02-020-03-01,судья и председатель,освобожден,выход в отставку,,
Тыневицкая Ирина Ивановна,05-000-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Григорович Николай Федорович,01-000-03-01,судья,включить,состав президиума,бессрочно,
Кобец Юрий Викторович,05-000-03-01,судья,включить,состав президиума,бессрочно,
Манчак Виктор Алексеевич,01-000-03-01,судья,исключить,состав президиума,,
Тыневицкая Ирина Ивановна,05-000-03-01,судья,исключить,состав президиума,,































































































