ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Бебенин Николай Валентинович,07-000-00-02,член суда,назначен,,бессрочно,
Гоголь Илья Петрович,07-000-00-02,член суда,назначен,,бессрочно,
Другаченко Владимир Васильевич,07-000-00-02,член суда,назначен,,бессрочно,
Турко Владимир Леонтьевич,07-000-00-02,член суда,назначен,,бессрочно,
Цалко Валерий Николаевич,07-000-00-02,член суда,назначен,,бессрочно,






