ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Гарновский Анатолий Адамович,хозяйственный суд Минской области,судья,назначен,,бессрочно,
Гарновский Анатолий Адамович,Высший Хозяйственный Суд,судья,освобожден,,,
Демидович Василий Николаевич,Высший Хозяйственный Суд,судья и заместитель председателя,назначен,,бессрочно,
Демидович Василий Николаевич,хозяйственный суд Минской области,судья и председатель,освобожден,,,
Кеник Ксения Ивановна,07-000-00-02,судья,назначен,,бессрочно,
Протащик Татьяна Михайловна,Высший Хозяйственный Суд,судья,назначен,,бессрочно,
Протащик Татьяна Михайловна,хозяйственный суд г. Минска,судья,освобожден,,,
Филипчик Римма Ивановна,07-000-00-02,судья,назначен,,бессрочно,



