ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Иванчик Галина Анатольевна,04-014-03-01,судья по административным делам,назначен,,бессрочно,
Кулаковский Валерий Леонтьевич,04-002-03-01,заместитель председателя,назначен,,бессрочно,
Сергейко Николай Александрович,04-002-03-01,судья,назначен,,бессрочно,
Сергейко Николай Александрович,суд Волковысского района и г.Волковысска,судья,освобожден,,,
Янковский Владимир Николаевич,04-002-03-02,судья по административным делам,назначен,,бессрочно,
Кульбицкая Анастасия Евгеньевна,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Кульбицкая Анастасия Евгеньевна,суд Минского района и г.Заславля,судья по административным делам,освобожден,,,
Поддубский Николай Михайлович,05-004-03-01,судья,назначен,,бессрочно,
Ягодинская Светлана Анатольевна,05-016-03-01,судья по административным делам,назначен,,бессрочно,
Кирковский Петр Александрович,07-009-03-01,председатель,назначен,,бессрочно,
Кирковский Петр Александрович,05-000-03-01,судья,освобожден,,,
























