ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Амбражевич Марина Ивановна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Амбражевич Марина Ивановна,хозяйственный суд Минской области,судья,освобожден,,,
Глебов Петр Борисович,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Глебов Петр Борисович,хозяйственный суд Минской области,судья,освобожден,,,
Жданович Игорь Николаевич,хозяйственный суд г.Минска,судья и председатель,назначен,,бессрочно,
Жданович Игорь Николаевич,Высший Хозяйственный Суд,заместитель председателя,освобожден,,,
Заяц Елена Александровна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Карамышев Александр Владимирович,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Карамышев Александр Владимирович,хозяйственный суд Минской области,судья,освобожден,,,
Киенко Олег Борисович,хозяйственный суд Витебской области,судья,назначен,,бессрочно,
Колесникова Людмила Анатольевна,хозяйственный суд Брестской области,судья,назначен,,бессрочно,
Людвиг Татьяна Владимировна,хозяйственный суд Брестской области,судья,назначен,,бессрочно,
Матвеенко Людмила Александровна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Матвеенко Людмила Александровна,хозяйственный суд Минской области,судья,освобожден,,,
Никитин Сергей Николаевич,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Никитин Сергей Николаевич,хозяйственный суд Минской области,судья,освобожден,,,
Николаева Елена Александровна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Онуфриевич Элла Владимировна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Онуфриевич Элла Владимировна,хозяйственный суд Минской области,судья,освобожден,,,
Орловская Нелли Евгеньевна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Плотников Андрей Владимирович,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Послед Маргарита Чеславовна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Послед Маргарита Чеславовна,хозяйственный суд Минской области,судья,освобожден,,,
Рябцев Виктор Николаевич,хозяйственный суд г.Минска,судья и заместитель председателя,назначен,,бессрочно,
Рябцев Виктор Николаевич,хозяйственный суд Минской области,судья,освобожден,,,
Юмагужин Руслан Хадыевич,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Юмагужин Руслан Хадыевич,хозяйственный суд Минской области,судья,освобожден,,,
Юрчак Роман Станиславович,хозяйственный суд Гродненской области,судья,назначен,,бессрочно,





