ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Космач Владимир Степанович,01-010-03-01,судья,назначен,,бессрочно,
Зинкевич Раиса Ивановна,суд Светлогорского района и г.Светлогорска,судья,назначен,,бессрочно,
Зыль Ирина Николаевна,суд Рогачевского района и г.Рогачева,судья,назначен,,бессрочно,
Маратаев Николай Валентинович,03-000-03-01,судья,назначен,,бессрочно,
Маратаев Николай Валентинович,03-002-03-01,судья,освобожден,,,
Прокопенко Андрей Михайлович,03-000-03-01,судья,назначен,,бессрочно,
Прокопенко Андрей Михайлович,03-002-03-04,судья,освобожден,,,
Мишуров Александр Сергеевич,суд г.Лиды,судья по административным делам,назначен,,бессрочно,
Якимович Юрий Юрьевич,суд Волковысского района и г.Волковысска,судья по административным делам,назначен,,бессрочно,













