ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Арленок Петр Маркович,суд г.Борисова,судья,освобожден,по собственному желанию,,
Гаркович Алексей Алексеевич,01-002-03-01,судья,освобожден,выход в отставку,,
Русин Дмитрий Михайлович,05-012-03-01,судья,освобожден,по состоянию здоровья,,
Зыков Михаил Алексеевич,02-000-03-01,судья,назначен,,бессрочно,
Зыков Михаил Алексеевич,02-018-03-01,судья,освобожден,,,
Иванова Светлана Петровна,02-000-03-01,судья,назначен,,бессрочно,
Иванова Светлана Петровна,02-002-03-02,судья,освобожден,,,
Козыревич Лариса Николаевна,03-002-03-01,судья,назначен,,бессрочно,
Савенок Геннадий Степанович,03-017-03-01,судья,назначен,,бессрочно,
Святко Галина Алексеевна,03-000-03-01,судья,назначен,,бессрочно,
Святко Галина Алексеевна,03-002-03-01,судья,освобожден,,,
Шевченко Олег Иванович,суд Жлобинского района и г.Жлобина,судья по административным делам,назначен,,бессрочно,
Шулейко Елена Ивановна,хозяйственный суд Гомельской области,судья,назначен,,бессрочно,
Гостеева Елена Михайловна,05-009-03-01,судья,назначен,,бессрочно,
Пальчук Вячеслав Савельевич,05-013-03-01,судья по административным делам,назначен,,бессрочно,
Пикта Татьяна Ивановна,05-011-03-01,судья,назначен,,бессрочно,
Самусевич Сергей Петрович,05-013-03-01,председатель,назначен,,бессрочно,






