ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Веренич Юрий Васильевич,01-002-03-01,судья,назначен,,бессрочно,
Ланцевич Светлана Николаевна,суд Волковысского района и г. Волковысска,судья,назначен,,бессрочно,
Ланцевич Светлана Николаевна,суд Волковысского района и г. Волковысска,судья по административным делам,освобожден,,,
Астрейко Людмила Иосифовна,суд Солигорского района и г.Солигорска,судья по административным делам,назначен,,бессрочно,
Максимов Вадим Никифорович,суд Минского района и г.Заславля,судья по административным делам,назначен,,бессрочно,
Михонский Иосиф Иосифович,05-007-03-01,председатель,назначен,,бессрочно,
Понкратов Василий Васильевич,05-011-03-01,председатель,назначен,,бессрочно,
Канцедал Наталья Викторовна,06-002-03-02,судья,назначен,,бессрочно,
Картинин Павел Николаевич,суд Первомайского района г.Бобруйска,заместитель председателя,назначен,,бессрочно,
Лосев Владимир Анатольевич,суд Ленинского района г.Бобруйска,судья,назначен,,бессрочно,
Сивак Роман Борисович,суд Ленинского района г.Бобруйска,судья по административным делам,назначен,,бессрочно,
Фомицкая Виктория Павловна,06-002-03-02,судья,назначен,,бессрочно,











