ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Анацко Оксана Андреевна,хозяйственный суд Гродненской области,судья,назначен,,бессрочно,
Абрамчик Юрий Анатольевич,суд Вилейского района и г.Вилейки,председатель,назначен,,бессрочно,
Герасин Анатолий Александрович,05-019-03-01,судья,назначен,,бессрочно,
Драчан Людмила Александровна,05-016-03-01,судья,назначен,,бессрочно,
Зенько Анатолий Васильевич,05-007-03-01,судья,назначен,,бессрочно,
Солодкая Людмила Анатольевна,05-019-03-01,судья по административным делам,назначен,,бессрочно,
Голик Леонид Николаевич,07-006-03-01,заместитель председателя,назначен,,бессрочно,
Дубинина Жанна Петровна,07-001-03-01,заместитель председателя,назначен,,бессрочно,
Коршунович Павел Иванович,07-009-03-01,заместитель председателя,назначен,,бессрочно,
Левицкая Жанна Викторовна,07-003-03-01,судья,назначен,,бессрочно,
Томанов Алексей Анатольевич,07-007-03-01,судья,назначен,,бессрочно,
Тройнич Елена Николаевна,07-003-03-01,судья по административным делам,назначен,,бессрочно,
Ясенович Леонид Станиславович,07-006-03-01,судья,назначен,,бессрочно,




























