ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Афанасьева Оксана Лукинична,02-002-03-02,судья по административным делам,назначен,,бессрочно,
Белясова Светлана Евстафьева,02-002-03-02,судья,назначен,,бессрочно,
Белясова Светлана Евстафьева,06-002-03-02,судья,освобожден,,,
Григорьева Наталья Евгеньевна,02-013-03-01,судья,назначен,,бессрочно,
Ломако Сергей Иванович,02-000-03-01,судья,назначен,,бессрочно,
Ломако Сергей Иванович,02-001-03-01,судья,освобожден,,,
Матушайкес Татьяна Васильевна,02-000-03-01,судья,назначен,,бессрочно,
Туфан Светлана Михайловна,02-002-03-01,судья по административным делам,назначен,,бессрочно,
Федюкевич Александр Иосифович,02-003-03-01,судья,назначен,,бессрочно,
Белоусов Василий Леонидович,03-002-03-01,председатель,назначен,,бессрочно,
Белоусов Василий Леонидович,03-002-03-01,заместитель председателя,освобожден,,,
Краснякова Анна Павловна,03-002-03-01,судья по административным делам,назначен,,бессрочно,
Надточей Марина Владимировна,03-002-03-02,судья,назначен,,бессрочно,
Самофалов Владимир Николаевич,03-002-03-01,судья,назначен,,бессрочно,
Сарнавская Наталья Николаевна,хозяйственный суд Гомельской области,судья,назначен,,бессрочно,
Шапиро Олег Яковлевич,03-002-03-01,заместитель председателя,назначен,,бессрочно,




























