ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Казаровец Александр Викторович,02-003-03-01,судья,назначен,,бессрочно,
Рощина Наталья Николаевна,02-019-03-01,судья по административным делам,назначен,,бессрочно,
Домненко Марина Ивановна,03-002-03-04,судья по административным делам,назначен,,бессрочно,
Клеймюк Юрий Евгеньевич,03-007-03-01,судья,назначен,,бессрочно,
Махамет Александр Владимирович,03-002-03-03,судья,назначен,,бессрочно,
Осипов Владимир Сергеевич,03-002-03-03,заместитель председателя,назначен,,бессрочно,
Рубисов Николай Данилович,суд Рогачевского района и г.Рогачева,председатель,назначен,,бессрочно,
Сапронова Мария Ивановна,суд Добрушского района и г.Добруша,судья,назначен,,бессрочно,
Шевченко Татьяна Ивановна,03-002-03-02,судья,назначен,,бессрочно,
Крайко Валерий Петрович,05-000-03-01,судья,назначен,,бессрочно,
Крайко Валерий Петрович,05-019-03-01,председатель,освобожден,,,
Тыневицкая Ирина Ивановна,05-000-03-01,судья,назначен,,бессрочно,
Тыневицкая Ирина Ивановна,05-016-03-01,председатель,освобожден,,,









