ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Касперович Эдуард Валерьевич,Минский межгарнизонный военный суд,судья и председатель,назначен,,бессрочно,
Касперович Эдуард Валерьевич,Брестский межгарнизонный военный суд,судья,освобожден,,,
Михаленко Светлана Валентиновна,01-007-03-01,судья,назначен,,лет,5
Мозоль Вадим Иванович,01-005-03-01,судья,назначен,,лет,5
Сенько Руслана Альбертовна,01-002-03-02,судья,назначен,,лет,5
Лях Наталья Викторовна,02-002-03-02,судья,назначен,,лет,5
Лях Наталья Викторовна,02-002-03-03,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Кораблиной Натальи Вячеславовны,,
Поляков Игорь Михайлович,02-014-03-01,заместитель председателя,назначен,,бессрочно,
Ивличева Ирина Олеговна,03-018-03-01,судья,назначен,,лет,5
Хорошко Олег Владимирович,03-000-03-01,судья,назначен,,бессрочно,
Хорошко Олег Владимирович,03-002-03-02,судья,освобожден,,,
Цалкова Елена Николаевна,03-002-03-04,судья,назначен,,лет,5
Цыганок Петр Петрович,03-022-03-01,председатель,назначен,,бессрочно,
Волчок Игорь Николаевич,04-012-03-01,судья,назначен,,лет,5
Волчок Игорь Николаевич,04-009-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Каско Ирины Васильевны,,
Казакевич Генрих Феликсович,04-002-03-02,судья,назначен,,лет,5
Раткевич Александр Викторович,04-013-03-01,судья,назначен,,лет,5
Романовский Валерий Яцентович,04-018-03-01,судья и председатель,назначен,,бессрочно,
Романовский Валерий Яцентович,04-012-03-01,судья,освобожден,,,
Шейна Юлия Викторовна,04-002-03-02,судья,назначен,,лет,5
Бородич Лина Ивановна,05-019-03-01,судья,назначен,,лет,5
Филатова Диана Геннадьевна,05-021-03-01,судья,назначен,,лет,5
Шпак Ирина Николаевна,хозяйственный суд Минской области,судья,назначен,,лет,5
Гулешова Елена Ивановна,06-001-03-01,судья,назначен,,лет,5
Карманович Сергей Иванович,06-003-03-01,судья,назначен,,лет,5
Ананич Елена Николаевна,07-006-03-01,заместитель председателя,назначен,,бессрочно,
Ермоленкова Ирина Валерьевна,хозяйственный суд г.Минска,судья,назначен,на время нахождения в социальном отпуске Дроздовской Кэтрин Денизы Мигель Анхес,на период,
Филонов Александр Валерьевич,хозяйственный суд г.Минска,судья,назначен,,лет,5
Шаграй Рита Петровна,07-005-03-01,судья и заместитель председателя,назначен,,бессрочно,
Шаграй Рита Петровна,07-004-03-01,судья,освобожден,,,
Бродко Оксана Викторовна,хозяйственный суд г.Минска,судья,освобожден,по собственному желанию,,
Дроздов Александр Викторович,02-000-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Дроздов Александр Викторович,02-000-03-01,судья,оставлен в должности,,,
Жуковская Галина Казимировна,07-000-00-02,судья,освобожден,выход в отставку,,
Комаровская Ольга Павловна,05-002-03-01,судья,освобожден,выход в отставку,,
Лойша Игорь Михайлович,04-001-03-01,судья и председатель,освобожден,по собственному желанию,,
Майорова Елена Михайловна,Высший Хозяйственный Суд,судья,освобожден,по собственному желанию,,
Макодай Петр Тодонович,01-003-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Паплевко Алла Ивановна,05-000-03-01,судья,освобожден,по собственному желанию,,
Полудо Людмила Ивановна,хозяйственный суд Минской области,судья,освобожден,по собственному желанию,,
Розмысло Василий Анатольевич,04-018-03-01,председатель,освобожден,по собственному желанию,,
Розмысло Василий Анатольевич,04-018-03-01,судья,оставлен в должности,,,
Сиклицкий Сергей Романович,07-007-03-01,судья,освобожден,по собственному желанию,,
Шарабайко Жанна Петровна,06-017-03-01,судья,освобожден,выход в отставку,,
Кулик Валентина Геннадьевна,07-000-00-02,судья,включить,состав президиума,бессрочно,
Жуковская Галина Казимировна,07-000-00-02,судья,исключить,состав президиума,,
































