ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Бубенчик Дмитрий Витальевич,Гродненский межгарнизонный военный суд,судья,назначен,,лет,5
Ермак Игорь Анатольевич,Белорусский военный суд,судья,назначен,,бессрочно,
Ермак Игорь Анатольевич,Гродненский межгарнизонный военный суд,судья,освобожден,,,
Латышевич Олег Данилович,07-000-00-02,судья,назначен,,лет,5
Паутов Александр Михайлович,Белорусский военный суд,судья,назначен,,бессрочно,
Калюта Леонтий Иванович,01-002-03-02,председатель,назначен,,бессрочно,
Капачевская Жанна Матвеевна,01-003-03-01,судья,назначен,,лет,5
Савчук Александр Григорьевич,01-009-03-01,судья,назначен,,лет,5
Хотько Елена Петровна,01-000-03-01,заместитель председателя,назначен,,бессрочно,
Афанасьева Антонина Васильевна,02-012-03-01,судья и председатель,назначен,,бессрочно,
Губанов Денис Матвеевич,02-002-03-01,судья,назначен,,лет,5
Журавкова Татьяна Николаевна,02-002-03-02,заместитель председателя,назначен,,бессрочно,
Коваль Василий Алексеевич,02-021-03-01,председатель,назначен,,бессрочно,
Лешкович Александр Эдуардович,02-008-03-01,председатель,назначен,,бессрочно,
Протас Елена Сергеевна,02-002-03-02,судья,назначен,на время нахождения в социальном отпуске Жариковой Алеси Сергеевны,на период,
Рощина Наталья Николаевна,02-004-03-01,председатель,назначен,,бессрочно,
Хилькевич Наталья Федоровна,02-000-03-01,судья,назначен,,бессрочно,
Хилькевич Наталья Федоровна,02-002-03-02,судья,освобожден,,,
Бакунов Николай Николаевич,03-002-03-01,судья,назначен,,бессрочно,
Бакунов Николай Николаевич,03-009-03-01,судья,освобожден,,,
Карпенко Галина Ивановна,03-011-03-01,председатель,назначен,,бессрочно,
Кошкина Алина Владимировна,03-002-03-03,судья,назначен,,лет,5
Мальцев Сергей Николаевич,03-002-03-01,заместитель председателя,назначен,,бессрочно,
Поправкин Андрей Анатольевич,03-002-03-02,председатель,назначен,,бессрочно,
Стрельченко Анатолий Николаевич,03-018-03-01,заместитель председателя,назначен,,бессрочно,
Шапиро Олег Яковлевич,03-002-03-01,заместитель председателя,назначен,,бессрочно,
Борейко Валерий Николаевич,04-004-03-01,председатель,назначен,,бессрочно,
Семуха Сергей Михайлович,04-006-03-01,председатель,назначен,,бессрочно,
Сенько Виктор Антонович,04-009-03-01,председатель,назначен,,бессрочно,
Циунчик Дмитрий Викторович,04-002-03-02,судья,назначен,,лет,5
Афонский Сергей Николаевич,05-001-03-01,судья,назначен,,лет,5
Крайко Валерий Петрович,05-000-03-01,председатель,назначен,,бессрочно,
Левкович Алексей Михайлович,05-001-03-01,заместитель председателя,назначен,,бессрочно,
Струневская Жанна Анатольевна,05-018-03-01,судья,назначен,,лет,5
Хованский Александрович Францевич,05-001-03-01,судья,назначен,,бессрочно,
Балябин Алексей Викторович,06-010-03-01,судья,назначен,,лет,5
Климов Алексей Александрович,06-009-03-01,судья и председатель,назначен,,бессрочно,
Климов Алексей Александрович,06-003-03-01,судья,освобожден,,,
Шитина Галина Николаевна,06-017-03-01,председатель,назначен,,бессрочно,
Шитина Галина Николаевна,06-017-03-01,заместитель председателя,освобожден,,,
Бычко Алексей Викторович,05-002-03-01,судья,назначен,,лет,5
Бычко Алексей Викторович,07-009-03-01,судья,освобожден,,,
Высоцкая Тамара Александровна,07-006-03-01,председатель,назначен,,бессрочно,
Коцур Ольга Владимировна,07-002-03-01,судья,назначен,,лет,5
Листратенко Ольга Петровна,07-003-03-01,судья,назначен,,лет,5
Лукашевич Дмитрий Геннадьевич,07-008-03-01,судья,назначен,,лет,5
Свиридович Оксана Владимировна,07-006-03-01,судья,назначен,,лет,5
Свиридович Оксана Владимировна,07-006-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Терех Елены Георгиевны,,
Татарицкая Юлия Александровна,07-001-03-01,судья,назначен,на время нахождения в социальном отпуске Капцевич Елены Вячеславовны,на период,
Якутович Екатерина Геннадьевна,05-002-03-01,судья,назначен,,бессрочно,
Якутович Екатерина Геннадьевна,07-006-03-01,судья,освобожден,,,
Белоус Ольга Анатольенва,02-004-03-01,судья,освобожден,выход в отставку,,
Бессмертный Владимир Андреевич,02-002-03-03,судья и председатель,освобожден,выход в отставку,,
Ботько Алла Григорьевна,04-011-03-01,судья,освобожден,грубое нарушение должностных обязанностей,,
Бурак Сергей Сергеевич,05-022-03-01,судья и председатель,освобожден,выход в отставку,,
Зинкевич Раиса Ивановна,03-020-03-01,судья,освобожден,по собственному желанию,,
Маташнюк Игорь Викторович,05-023-03-01,судья и председатель,освобожден,по собственному желанию,,
Павлючук Татьяна Евгеньевна,07-009-03-01,судья,освобожден,по собственному желанию,,
Пархоменко Татьяна Григорьевна,06-002-03-01,судья,освобожден,по собственному желанию,,
Самолюк Анна Валерьевна,07-008-03-01,судья,освобожден,истечение срока полномочий,,
Ходанович Александр Александрович,07-009-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Павлючук Татьяны Евгеньевны,,
Хрущевская Лидия Порфирьевна,07-008-03-01,судья,освобожден,выход в отставку,,
Четверткова Наталья Алексеевна,07-005-03-01,судья и заместитель председателя,освобожден,истечение срока полномочий,,
Чикилева Татьяна Владимировна,05-001-03-01,судья,освобожден,по собственному желанию,,
Шелепень Виктор Викторович,05-005-03-01,судья,освобожден,выход в отставку,,
Буряко Светлана Викторовна,06-000-03-01,судья,включить,состав президиума,бессрочно,
Ефремов Андрей Петрович,06-000-03-01,судья,исключить,состав президиума,,






























































