ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Безручко Сергей Сергеевич,01-015-03-01,судья,назначен,,лет,5
Бурунов Евгений Илларионович,02-002-03-02,судья,назначен,,лет,5
Жарова Ирина Васильевна,02-003-03-01,судья,назначен,,лет,5
Зубеня Михаил Николаевич,02-001-03-01,судья,назначен,,лет,5
Кохова Инна Викторовна,02-014-03-01,судья,назначен,,лет,5
Антошук Иван Маркович,03-014-03-01,заместитель председателя,назначен,,бессрочно,
Белоцкий Алексей Алексеевич,03-014-03-01,судья,назначен,,бессрочно,
Белоцкий Алексей Алексеевич,03-012-03-01,судья,освобожден,,,
Малашенко Виктор Сергеевич,03-009-03-01,председатель,назначен,,бессрочно,
Малая Елена Анатльевна,03-001-03-01,судья,назначен,,лет,5
Папеко Лидия Борисовна,03-009-03-01,заместитель председателя,назначен,,бессрочно,
Радюк Владимир Владимирович,04-014-03-01,судья,назначен,,лет,5
Крупец Сергей Николаевич,05-008-03-01,судья,назначен,,лет,5
Павлова Валентина Амановна,06-018-03-01,председатель,назначен,,бессрочно,
Полуян Ольга Владимировна,06-020-03-01,председатель,назначен,,бессрочно,
Холодцов Александр Анатольевич,06-001-03-01,судья,назначен,,лет,5
Митрахович Ирина Алексеевна,07-004-03-01,судья,назначен,,лет,5
Гавриков Анатолий Алексеевич,06-017-03-01,судья,освобожден,выход в отставку,,
Гончарова Ольга Викторовна,05-001-03-01,судья,освобожден,по собственному желанию,,
Дедок Александр Николаевич,05-000-03-01,судья,освобожден,выход в отставку,,
Касько Светлана Ароновна,06-003-03-01,судья,освобожден,выход в отставку,,













































