ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Ермак Игорь Анатольевич,Гродненский межгарнизонный военный суд,судья,назначен,,лет,5
Лапеко Олег Игоревич,Бобруйский межгарнизонный военный суд,судья,назначен,,лет,5
Бычило Андрей Владимирович,01-015-03-01,судья,назначен,,лет,5
Гречаник Елена Николаевна,хозяйственный суд Брестской области,судья,назначен,,лет,5
Кенда Наталья Викторовна,01-005-03-01,судья,назначен,,лет,5
Конючко Андрей Владимирович,01-002-03-01,судья,назначен,,лет,5
Павловская Инна Леонидовна,01-003-03-01,судья,назначен,,лет,5
Верташонок Елена Эдуардовна,02-003-03-01,заместитель председателя,назначен,,бессрочно,
Дасько Наталья Евгеньевна,02-002-03-03,судья,назначен,,лет,5
Ковалева Ирина Васильевна,хозяйственный суд Витебской области,судья,назначен,,лет,5
Котова Ирина Васильевна,02-019-03-01,судья,назначен,,лет,5
Никитина Валентина Леонидовна,02-015-03-01,судья,назначен,,лет,5
Михасева Валентина Алексеевна,02-002-03-02,судья,назначен,,лет,5
Смолякова Ирина Васильевна,02-000-03-01,судья,назначен,,бессрочно,
Смолякова Ирина Васильевна,02-002-03-02,судья,освобожден,,,
Родина Татьяна Михайловна,02-002-03-03,судья,назначен,,лет,5
Федюкевич Александр Иосифович,02-000-03-01,судья,назначен,,бессрочно,
Федюкевич Александр Иосифович,02-003-03-01,судья и заместитель председателя,освобожден,,,
Яскевич Ирина Вячеславовна,02-003-03-01,судья,назначен,,лет,5
Лавшук Василий Васильевич,хозяйственный суд Гомельской области,судья,назначен,,лет,5
Сотников Анатолий Григорьевич,03-005-03-01,судья,назначен,,лет,5
Целуйко Андрей Николаевич,03-001-03-01,судья,назначен,,лет,5
Шамехин Алексей Васильевич,03-000-03-01,судья,назначен,,лет,5
Барцевич Зинаида Ивановна,04-002-03-02,судья и заместитель председателя,назначен,,лет,5
Михневич Вячеслав Ростиславович,04-000-03-01,судья,назначен,,бессрочно,
Михневич Вячеслав Ростиславович,04-005-03-01,судья,освобожден,,,
Лях Сергей Иванович,хозяйственный суд Гродненской области,судья,назначен,,лет,5
Прокопик Сергей Анатольевич,04-003-03-01,судья,назначен,,лет,5
Радионик Наталья Федоровна,04-016-03-01,судья,назначен,,лет,5
Рачинский Николай Петрович,04-000-03-01,судья,назначен,,бессрочно,
Рачинский Николай Петрович,04-002-03-02,судья и заместитель председателя,освобожден,,,
Толстик Елена Александровна,04-002-03-02,судья,назначен,,лет,5
Толстик Елена Александровна,04-002-03-02,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Шишко Наталии Чеславовны,,
Юрчик Ольга Михайловна,04-012-03-01,судья,назначен,,лет,5
Бакунович Ирина Анатольевна,05-008-03-01,судья,назначен,,лет,5
Бутько Андрей Валерьевич,хозяйственный суд Минской области,судья,назначен,,лет,5
Васьковский Сергей Альбертович,хозяйственный суд Минской области,судья,назначен,,лет,5
Гарусов Сергей Васильевич,хозяйственный суд Минской области,судья,назначен,,лет,5
Еленский Руслан Сергеевич,хозяйственный суд Минской области,судья,назначен,,лет,5
Крылович Роман Вячеславович,05-008-03-01,председатель,назначен,,бессрочно,
Фроленкова Лариса Андреевна,05-000-03-01,судья,назначен,,бессрочно,
Фроленкова Лариса Андреевна,05-000-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Кульбицкой Анастасии Евгеньевны,,
Шаринская Анна Николаевна,хозяйственный суд Минской области,судья,назначен,,лет,5
Давыдко Татьяна Викторовна,06-002-03-02,судья,назначен,,лет,5
Зайцев Александр Александрович,06-007-03-01,председатель,назначен,,бессрочно,
Иванков Александр Иванович,06-010-03-01,судья,назначен,,лет,5
Карапетян Татьяна Станиславовна,06-002-03-02,судья,назначен,,лет,5
Курилин Александр Михайлович,06-014-03-01,судья,назначен,,лет,5
Курилин Александр Михайлович,06-014-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Ратниковой Оксаны Евгеньевны,,
Левченко Станислав Васильевич,06-018-03-01,судья,назначен,,лет,5
Семашко Марина Евгеньевна,06-005-03-01,судья,назначен,,лет,5
Трамбачев Владимир Владимирович,хозяйственный суд Могилевской области,судья,назначен,,лет,5
Шелягина Марина Витальевна,06-003-03-01,судья,назначен,,лет,5
Авдеев Андрей Дмитриевич,хозяйственный суд г.Минска,судья,назначен,,лет,5
Авчинко Леонид Иванович,07-001-03-01,председатель,назначен,,бессрочно,
Барановский Андрей Федорович,07-005-03-01,судья,назначен,на время нахождения в социальном отпуске Пыкиной Натальи Михайловны,на период,
Бондаренко Сергей Владимирович,07-006-03-01,судья,назначен,,лет,5
Григорович Алла Славомировна,хозяйственный суд г.Минска,судья,назначен,,бессрочно,
Григорович Алла Славомировна,05-006-03-01,судья,освобожден,,,
Дроздовская Кэтрин Дениза Мигель Анхель,хозяйственный суд г.Минска,судья,назначен,,лет,5
Клюйко Олег Владимирович,хозяйственный суд г.Минска,судья,назначен,,лет,5
Колос Денис Георгиевич,05-002-03-01,заместитель председателя,назначен,,бессрочно,
Кохан Елена Николаевна,07-001-03-01,судья,назначен,,лет,5
Лебедь Юрий Николаевич,07-009-03-01,судья и председатель,назначен,,бессрочно,
Лебедь Юрий Николаевич,07-005-03-01,судья и заместитель председателя,освобожден,,,
Мурашко Екатерина Николаевна,07-001-03-01,судья,назначен,на время нахождения в социальном отпуске Хвойницкой Жанны Анатольевны,на период,
Швед Светлана Михайловна,хозяйственный суд г.Минска,судья,назначен,,лет,5
Абрамчик Юрий Анатольевич,05-006-03-01,председатель,освобожден,по собственному желанию,,
Абрамчик Юрий Анатольевич,05-006-03-01,судья,оставлен в должности,,,
Бобков Александр Вильевич,02-015-03-01,судья и заместитель председателя,освобожден,выход в отставку,,
Долженко Людмила Чеславовна,05-001-03-01,судья и председатель,освобожден,выход в отставку,,
Кашпар Галина Ивановна,02-023-03-01,судья и председатель,освобожден,выход в отставку,,
Качан Марина Ивановна,05-022-03-01,судья,освобожден,по собственному желанию,,
Козловская Татьяна Александровна,хозяйственный суд Гродненской области,судья,освобожден,выход в отставку,,
Лобан Михаил Михайлович,05-000-03-01,судья,освобожден,выход в отставку,,
Матеюк Дмитрий Николаевич,04-002-03-01,судья,освобожден,по собственному желанию,,
Мядель Наталья Владимировна,02-003-03-01,судья,освобожден,истечение срока полномочий,,
Саганович Иван Николаевич,02-012-03-01,судья,освобожден,выход в отставку,,
Кулакова Татьяна Евгеньевна,05-000-03-01,судья,включить,состав президиума,бессрочно,
Колос Денис Георгиевич,05-002-03-01,заместитель председателя,включить,состав президиума,бессрочно,










































































