ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Царенко Евгений Михайлович,07-000-00-02,судья и заместитель председателя,освобожден,выход в отставку,,
Конюк Александр Владимирович,07-000-00-02,судья и заместитель председателя,назначен,,бессрочно,
Конюк Александр Владимирович,Белорусский военный суд,судья и председатель,освобожден,,,
Конюк Александр Владимирович,Белорусский военный суд,судья,исключить,состав президиума,,
Конюк Александр Владимирович,07-000-00-02,заместитель председателя,включить,состав президиума,бессрочно,
Царенко Евгений Михайлович,07-000-00-02,заместитель председателя,исключить,состав президиума,,










