ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Майорова Елена Михайловна,Высший Хозяйственный Суд,судья,назначен,,бессрочно,
Майорова Елена Михайловна,хозяйственный суд Минской области,судья,освобожден,,,
Кременевская Светлана Борисовна,01-000-03-01,судья,назначен,,лет,5
Свитин Дмитрий Владимирович,01-015-03-01,судья,назначен,,лет,5
Верташонок Елена Эдуардовна,02-003-03-01,судья,назначен,,лет,5
Гурьян Наталья Ивановна,02-023-03-01,судья и председатель,назначен,,бессрочно,
Гурьян Наталья Ивановна,02-002-03-03,судья,освобожден,,,
Згоник Дмитрий Алексеевич,02-012-03-01,судья,назначен,,лет,5
Тур Ольга Николаевна,хозяйственный суд Витебской области,судья,назначен,,лет,5
Волошиненко Юрий Георгиевич,03-002-03-03,судья,назначен,,лет,5
Мазай Дмитрий Иванович,03-014-03-01,судья,назначен,,лет,5
Швец Татьяна Александровна,03-002-03-04,судья,назначен,,лет,5
Белявский Сергей Чеславович,хозяйственный суд Гродненской области,судья,назначен,,лет,5
Валдайцев Денис Станиславович,хозяйственный суд Гродненской области,судья и заместитель председателя,назначен,,бессрочно,
Валдайцев Денис Станиславович,хозяйственный суд Брестской области,судья,освобожден,,,
Климова Татьяна Викторовна,04-002-03-02,заместитель председателя,назначен,,бессрочно,
Бычковская Галина Михайловна,05-012-03-01,судья,назначен,,лет,5
Данилова Анжелика Николаевна,05-017-03-01,председатель,назначен,,бессрочно,
Минич Алексей Николаевич,05-001-03-01,судья,назначен,,лет,5
Рогаль Владимир Николаевич,05-013-03-01,председатель,назначен,,бессрочно,
Хованский Александр Францевич,05-001-03-01,судья и председатель,назначен,,бессрочно,
Хованский Александр Францевич,05-017-03-01,судья и председатель,освобожден,,,
Шевченко Елена Павловна,05-001-03-01,судья,назначен,,лет,5
Шупиков Андрей Валентинович,05-000-03-01,судья,назначен,,бессрочно,
Шупиков Андрей Валентинович,05-018-03-01,судья,освобожден,,,
Янович Зинаида Николаевна,хозяйственный суд Минской области,судья,назначен,,лет,5
Гашпар Татьяна Валентиновна,хозяйственный суд Могилевской области,заместитель председателя,назначен,,бессрочно,
Заричнюк Ольга Владимировна,06-002-03-02,судья,назначен,,лет,5
Зязюля Татьяна Петровна,06-015-03-01,судья,назначен,,бессрочно,
Зязюля Татьяна Петровна,06-015-03-01,судья по административным делам,освобожден,занимал должность в связи с нахождением в социальном отпуске Ветерец Марины Петровны,,
Ланчева Ирина Рамизовна,06-002-03-01,судья,назначен,,лет,5
Сосновский Дмитрий Иванович,06-015-03-01,судья,назначен,,лет,5
Шепетова Виктория Владимировна,06-004-03-01,судья,назначен,,лет,5
Климович Дмитрий Николаевич,07-007-03-01,судья и председатель,назначен,,лет,5
Климович Дмитрий Николаевич,05-002-03-01,судья,освобожден,,,
Кучук Дина Валентиновна,07-002-03-01,судья,назначен,,лет,5
Семак Елена Николаевна,07-009-03-01,судья и заместитель председателя,назначен,,бессрочно,
Семак Елена Николаевна,07-008-03-01,судья,освобожден,,,
Шулейко Елена Ивановна,хозяйственный суд Могилевской области,судья и заместитель председателя,назначен,,бессрочно,
Шулейко Елена Ивановна,хозяйственный суд Гродненской области,судья и заместитель председателя,освобожден,,,
Авдеенко Владимир Александрович,07-003-03-01,судья,освобожден,по собственному желанию,,
Армушевич Валерий Николаевич,03-002-03-03,судья,освобожден,по собственному желанию,,
Верига Ирина Васильевич,03-014-03-01,судья и председатель,освобожден,по собственному желанию,,
Воловик Зинаида Никоноровна,05-002-03-01,заместитель председателя,освобожден,истечение срока полномочий,,
Воловик Зинаида Никоноровна,05-002-03-01,судья,оставлен в должности,,,
Гончар Виктор Петрович,07-002-03-01,судья,освобожден,по собственному желанию,,
Зеленый Виктор Александрович,Бобруйский межгарнизонный военный суд,судья,освобожден,по собственному желанию,,
Иванова Людмила Григорьевна,хозяйственный суд Витебской области,судья,освобожден,выход в отставку,,
Мороз Иван Степанович,01-000-03-01,судья,освобожден,выход в отставку,,
Редько Анатолий Михайлович,02-000-03-01,судья,освобожден,выход в отставку,,
Смолко Татьяна Михайловна,06-013-03-01,судья и председатель,освобожден,грубое нарушение должностных обязанностей,,
Федоренский Александр Иванович,Высший Хозяйственный Суд,судья,освобожден,выход в отставку,,
Чимирко Василий Федорович,06-003-03-01,судья,освобожден,выход в отставку,,
Воловик Зинаида Никоноровна,05-002-03-01,судья,исключить,состав президиума,,









































