ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Демидович Василий Николаевич,Высший Хозяйственный Суд,первый заместитель председателя,назначен,,бессрочно,
Демидович Василий Николаевич,Высший Хозяйственный Суд,заместитель председателя,освобожден,,,
Рябцев Виктор Николаевич,Высший Хозяйственный Суд,заместитель председателя,назначен,,бессрочно,
Михнюк Оксана Николаевна,Высший Хозяйственный Суд,судья,включить,состав президиума,бессрочно,
Смирнов Евгений Александрович,Высший Хозяйственный Суд,судья,исключить,состав президиума,,









