ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Дворяшина Людмила Николаевна,02-002-03-01,судья,назначен,,бессрочно,
Киселюк Вячеслав Михайлович,02-001-03-01,судья,назначен,,бессрочно,
Липская Татьяна Владимировна,02-001-03-01,судья,назначен,,бессрочно,
Макарук Валерьян Григорьевич,03-007-03-01,судья,назначен,,бессрочно,
Садошенко Сергей Иванович,03-011-03-01,судья,назначен,,бессрочно,
Тарасевич Александр Валентинович,суд Калинковичского района и г.Калинковичи,судья,назначен,,бессрочно,
Дивнель Леонард Леонардович,суд Волковысского района и г.Волковысска,судья,назначен,,бессрочно,
Дядель Александр Константинович,04-002-03-01,судья,назначен,,бессрочно,
Абрамович Ольга Викторовна,суд г.Борисова,судья,назначен,,бессрочно,
Бардович Игорь Михайлович,суд г.Борисова,судья,назначен,,бессрочно,
Езерская Анна Ивановна,суд Минского района и г.Заславля,судья,назначен,,бессрочно,
Кежун Алена Владимировна,суд Солигорского района и г.Солигорска,судья,назначен,,бессрочно,
Коноплицкая Ирина Николаевна,07-007-03-01,судья,назначен,,бессрочно,
Лухверчик Елена Николаевна,07-007-03-01,судья,назначен,,бессрочно,
Мисуно Светлана Эдуардовна,07-008-03-01,судья,назначен,,бессрочно,
Ромашевская Ольга Анатольевна,07-008-03-01,судья,назначен,,бессрочно,
Федорова Марина Аркадьевна,07-007-03-01,судья,назначен,,бессрочно,
Голуб Валентина Михайловна,суд Первомайского района г.Бобруйска,судья,назначен,,бессрочно,
Гуринович Ирина Александровна,06-010-03-01,судья,назначен,,бессрочно,
Конев Сергей Анатольевич,06-001-03-01,судья,назначен,,бессрочно,
Мартынова Светлана Алексеевна,суд Центрального района г.Могилева,судья,назначен,,бессрочно,














